DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.117732	11	7	2	7	6	5	6	0	200	6	0	8.6778	0	0
DL	0.117875	11	7	3	1	6	5	4	0	200	6	0	12.8185	0	0
DL	0.117893	11	7	3	1	7	7	3	0	61	0	3	0.450253	0	0
DL	0.117982	11	7	3	1	12	4	1	0	403	6	1	7.23761	0	0.0002
DL	0.117982	11	7	3	7	6	5	6	0	200	6	0	8.68983	0	0
UL	0.118107	11	8	0	1	5	8	3	0	43	0	0	-9.06879 	1	1
DL	0.118125	11	8	0	1	6	5	4	0	440	13	0	15.6385	0	0
DL	0.118143	11	8	0	1	7	4	1	0	99	2	0	7.23298	0	0
DL	0.118232	11	8	0	7	6	5	6	0	200	6	0	8.6635	0	0
UL	0.118232	11	8	0	8	5	4	4	0	43	0	0	-4.67432 	1	1
DL	0.118375	11	8	1	1	6	5	4	0	269	8	0	15.5938	0	0
DL	0.118464	11	8	1	1	11	3	1	0	1394	20	0	19.4173	0	0.0167294
DL	0.118482	11	8	1	1	12	4	1	0	403	6	1	4.0594	0	0
DL	0.118482	11	8	1	7	6	5	6	0	200	6	0	8.66702	0	0
DL	0.118625	11	8	2	1	6	5	4	0	269	8	0	15.702	0	0
DL	0.118732	11	8	2	1	12	4	1	0	403	6	0	7.25599	0	0.0002
DL	0.118732	11	8	2	7	6	5	6	0	200	6	0	8.80768	0	0
UL	0.118857	11	8	3	1	5	8	3	0	43	0	1	-9.08478 	1	1
DL	0.118875	11	8	3	1	6	5	4	0	440	13	0	15.7021	0	0
DL	0.118893	11	8	3	1	7	4	1	0	234	6	0	7.33408	0	0
DL	0.118982	11	8	3	7	6	5	6	0	200	6	0	8.63601	0	0
UL	0.118982	11	8	3	8	5	4	4	0	43	0	1	-4.77252 	1	0.998077
DL	0.119125	11	9	0	1	6	5	4	0	440	13	0	15.6594	0	0
DL	0.119232	11	9	0	1	12	4	1	0	172	2	0	7.52822	0	0
DL	0.119232	11	9	0	7	6	5	6	0	200	6	0	8.73605	0	0
DL	0.119375	11	9	1	1	6	5	4	0	440	13	0	15.5576	0	0
DL	0.119482	11	9	1	1	12	4	1	0	403	6	0	7.59059	0	0
DL	0.119482	11	9	1	7	6	5	6	0	200	6	0	8.839	0	0
UL	0.119607	11	9	2	1	5	8	3	0	43	0	2	-9.03746 	1	1
DL	0.119625	11	9	2	1	6	5	4	0	440	13	0	15.5884	0	0
DL	0.119643	11	9	2	1	7	4	1	0	234	6	0	7.49977	0	0
DL	0.119732	11	9	2	7	6	5	6	0	200	6	0	8.93953	0	0
UL	0.119732	11	9	2	8	5	4	4	0	43	0	2	-4.93597 	0	0.0028
DL	0.119875	11	9	3	1	6	5	4	0	440	13	0	15.3931	0	0
DL	0.119964	11	9	3	1	11	3	1	0	1394	20	0	19.3459	0	0.0167294
DL	0.119982	11	9	3	1	12	4	1	0	403	6	0	4.32587	1	1
DL	0.119982	11	9	3	7	6	5	6	0	200	6	0	8.9407	0	0
DL	0.120125	12	0	0	1	6	5	4	0	440	13	0	15.545	0	0
DL	0.120232	12	0	0	1	12	4	1	0	403	6	0	7.49981	0	0
DL	0.120232	12	0	0	7	6	5	6	0	200	6	0	9.07016	0	0
UL	0.120357	12	0	1	1	5	8	3	0	43	0	3	-8.82816 	1	1
DL	0.120375	12	0	1	1	6	5	4	0	440	13	0	15.3747	0	0
DL	0.120482	12	0	1	1	12	4	1	0	403	6	0	7.55704	0	0
DL	0.120482	12	0	1	7	6	5	6	0	200	6	0	9.15631	0	0
DL	0.120625	12	0	2	1	6	5	4	0	440	13	0	15.3325	0	0
DL	0.120732	12	0	2	1	12	4	1	0	172	2	0	7.68162	0	0
DL	0.120732	12	0	2	7	6	5	6	0	200	6	0	9.26039	0	0
DL	0.120875	12	0	3	1	6	5	4	0	440	13	0	15.0841	0	0
DL	0.120964	12	0	3	1	11	3	1	0	1394	20	0	19.1242	0	0.488872
DL	0.120982	12	0	3	1	12	4	1	0	172	2	1	4.63138	0	0
DL	0.120982	12	0	3	7	6	5	6	0	200	6	0	9.27546	0	0
DL	0.121125	12	1	0	1	6	5	4	0	440	13	0	15.1821	0	0
DL	0.121232	12	1	0	1	12	4	1	0	403	6	0	7.79973	0	0
DL	0.121232	12	1	0	7	6	5	6	0	200	6	0	9.23281	0	0
DL	0.121375	12	1	1	1	6	5	4	0	440	13	0	15.0899	0	0
DL	0.121464	12	1	1	1	11	3	1	0	1394	20	0	18.9721	1	0.488872
DL	0.121482	12	1	1	1	12	4	1	0	403	6	0	4.68862	1	1
DL	0.121482	12	1	1	7	6	5	6	0	200	6	0	9.18261	0	0
DL	0.121625	12	1	2	1	6	5	4	0	269	8	0	15.247	0	0
DL	0.121732	12	1	2	1	12	4	1	0	172	2	0	7.72139	0	0
DL	0.121732	12	1	2	7	6	5	6	0	200	6	0	9.13016	0	0
DL	0.121875	12	1	3	1	6	5	4	0	269	8	0	15.2622	0	0
DL	0.121982	12	1	3	1	12	4	1	0	403	6	0	7.64415	0	0
DL	0.121982	12	1	3	7	6	5	6	0	200	6	0	9.31836	0	0
DL	0.122125	12	2	0	1	6	5	4	0	269	8	0	15.1416	0	0
DL	0.122232	12	2	0	1	12	4	1	0	172	2	0	7.63981	0	0
DL	0.122232	12	2	0	7	6	5	6	0	200	6	0	9.31478	0	0
DL	0.122375	12	2	1	1	6	5	4	0	269	8	0	15.1418	0	0
DL	0.122464	12	2	1	1	11	3	1	0	1394	20	1	19.4536	0	0
DL	0.122482	12	2	1	1	12	4	1	0	403	6	1	4.5382	0	0
DL	0.122482	12	2	1	7	6	5	6	0	200	6	0	9.39071	0	0
DL	0.122625	12	2	2	1	6	5	4	0	269	8	0	15.339	0	0
DL	0.122714	12	2	2	1	11	3	1	0	1394	20	2	19.5895	1	0.488872
DL	0.122732	12	2	2	1	12	4	1	0	403	6	0	4.53656	1	1
DL	0.122732	12	2	2	7	6	5	6	0	200	6	0	9.32317	0	0
DL	0.122875	12	2	3	1	6	5	4	0	269	8	0	15.2842	0	0
DL	0.122982	12	2	3	1	12	3	1	0	1272	18	0	19.8055	0	0
DL	0.122982	12	2	3	1	12	4	1	0	403	6	0	4.0939	0	0
DL	0.122982	12	2	3	7	6	5	6	0	200	6	0	9.44599	0	0
DL	0.123125	12	3	0	1	6	5	4	0	269	8	0	15.3517	0	0
DL	0.123232	12	3	0	1	12	3	1	0	1272	18	0	20.0017	0	0
