timestamp,ueImsiComplete,plmId,nrCellId,dlAvailablePrbs,ulAvailablePrbs,qci,dlPrbUsage,ulPrbUsage,TB.TotNbrDl.1,TB.TotNbrDlInitial,TB.TotNbrDlInitial.Qpsk,TB.TotNbrDlInitial.16Qam,TB.TotNbrDlInitial.64Qam,RRU.PrbUsedDl,TB.ErrTotalNbrDl.1,QosFlow.PdcpPduVolumeDL_Filter,CARR.PDSCHMCSDist.Bin1,CARR.PDSCHMCSDist.Bin2,CARR.PDSCHMCSDist.Bin3,CARR.PDSCHMCSDist.Bin4,CARR.PDSCHMCSDist.Bin5,CARR.PDSCHMCSDist.Bin6,L1M.RS-SINR.Bin34,L1M.RS-SINR.Bin46,L1M.RS-SINR.Bin58,L1M.RS-SINR.Bin70,L1M.RS-SINR.Bin82,L1M.RS-SINR.Bin94,L1M.RS-SINR.Bin127,DRB.BufferSize.Qos,DRB.MeanActiveUeDl,TB.TotNbrDl.1.UEID,TB.TotNbrDlInitial.UEID,TB.TotNbrDlInitial.Qpsk.UEID,TB.TotNbrDlInitial.16Qam.UEID,TB.TotNbrDlInitial.64Qam.UEID,TB.ErrTotalNbrDl.1.UEID,QosFlow.PdcpPduVolumeDL_Filter.UEID,RRU.PrbUsedDl.UEID,CARR.PDSCHMCSDist.Bin1.UEID,CARR.PDSCHMCSDist.Bin2.UEID,CARR.PDSCHMCSDist.Bin3.UEID,CARR.PDSCHMCSDist.Bin4.UEID,CARR.PDSCHMCSDist.Bin5.UEID,CARR.PDSCHMCSDist.Bin6.UEID,L1M.RS-SINR.Bin34.UEID,L1M.RS-SINR.Bin46.UEID,L1M.RS-SINR.Bin58.UEID,L1M.RS-SINR.Bin70.UEID,L1M.RS-SINR.Bin82.UEID,L1M.RS-SINR.Bin94.UEID,L1M.RS-SINR.Bin127.UEID,DRB.BufferSize.Qos.UEID,DRB.UEThpDl.UEID,DRB.UEThpDlPdcpBased.UEID
1760608120359,00008,111,4,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1760608120359,00012,111,4,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1760608120559,00001,111,4,139,139,1,2,0,65,20,65,0,0,4,45,5415,65,0,0,0,0,0,58,7,0,0,0,0,0,512050,2,35,10,35,0,0,25,2810,2.624510,35,0,0,0,0,0,29,6,0,0,0,0,0,257335,24018.538148,5240.000000
1760608120559,00004,111,4,139,139,1,2,0,65,20,65,0,0,4,45,5415,65,0,0,0,0,0,58,7,0,0,0,0,0,512050,2,30,10,30,0,0,20,2605,2.426434,30,0,0,0,0,0,29,1,0,0,0,0,0,254715,6009.466800,6070.000000
1760608120659,00012,111,4,139,139,1,18,0,364,324,328,36,0,26,40,152846,79,249,36,0,0,0,0,0,73,291,0,0,0,167649,1,364,324,328,36,0,40,152846,26.657874,79,249,36,0,0,0,0,0,73,291,0,0,0,167649,5093.037294,12470.000000
1760608120759,00012,111,4,139,139,1,50,0,467,356,446,21,0,70,111,88845,304,142,21,0,0,0,92,19,254,102,0,0,0,1583359,4,295,265,295,0,0,30,65929,67.241250,208,87,0,0,0,0,0,0,252,43,0,0,0,254453,4905.241391,9010.000000
1760608120759,00003,111,4,139,139,1,50,0,467,356,446,21,0,70,111,88845,304,142,21,0,0,0,92,19,254,102,0,0,0,1583359,4,93,69,72,21,0,24,19890,2.488339,17,55,21,0,0,0,13,19,2,59,0,0,0,447968,14593.841301,6910.000000
1760608120759,00010,111,4,139,139,1,50,0,467,356,446,21,0,70,111,88845,304,142,21,0,0,0,92,19,254,102,0,0,0,1583359,4,42,12,42,0,0,30,1721,1.006241,42,0,0,0,0,0,42,0,0,0,0,0,0,416179,8986.293516,5240.000000
1760608120759,00013,111,4,139,139,1,50,0,467,356,446,21,0,70,111,88845,304,142,21,0,0,0,92,19,254,102,0,0,0,1583359,4,37,10,37,0,0,27,1305,0.773269,37,0,0,0,0,0,37,0,0,0,0,0,0,464759,11474.626319,5240.000000
1760608120859,00012,111,4,139,139,1,40,0,212,163,212,0,0,56,49,63524,72,140,0,0,0,0,36,15,30,131,0,0,0,908571,2,176,154,176,0,0,22,60332,48.575536,36,140,0,0,0,0,0,15,30,131,0,0,0,326656,5056.073570,7230.000000
1760608120859,00013,111,4,139,139,1,40,0,212,163,212,0,0,56,49,63524,72,140,0,0,0,0,36,15,30,131,0,0,0,908571,2,36,9,36,0,0,27,3192,8.935714,36,0,0,0,0,0,36,0,0,0,0,0,0,581915,12814.161850,5340.000000
