timestamp,ueImsiComplete,DRB.PdcpSduDelayDl(cellAverageLatency),m_pDCPBytesUL(0),m_pDCPBytesDL(cellDlTxVolume),DRB.PdcpSduVolumeDl_Filter.UEID(txBytes),Tot.PdcpSduNbrDl.UEID(txDlPackets),DRB.PdcpSduBitRateDl.UEID(pdcpThroughput),DRB.PdcpSduDelayDl.UEID(pdcpLatency),txPdcpPduLteRlc,txPdcpPduBytesLteRlc,QosFlow.PdcpPduVolumeDL_Filter.UEID(txPdcpPduBytesNrRlc),DRB.PdcpPduNbrDl.Qos.UEID(txPdcpPduNrRlc)
1760608120659,00011,1249.319901,0,29344,2096,200,20960.000000,1280.880140,103,1079,1017.000000,97
1760608120659,00008,1249.319901,0,29344,2096,200,20960.000000,1086.612540,99,1038,1058.000000,101
1760608120659,00001,1249.319901,0,29344,2096,200,20960.000000,1085.888140,105,1100,996.000000,95
1760608120759,00004,1841.873491,0,29344,2096,200,20960.000000,1956.517072,105,1100,996.000000,95
1760608120759,00006,1841.873491,0,29344,2096,200,20960.000000,1734.234140,95,996,1100.000000,105
1760608120759,00013,1841.873491,0,29344,2096,200,20960.000000,1860.058540,102,1069,1027.000000,98
1760608120759,00002,1841.873491,0,29344,2096,200,20960.000000,1889.367104,101,1058,1038.000000,99
1760608120759,00012,1841.873491,0,29344,2096,200,20960.000000,1959.108083,93,975,1121.000000,107
1760608120759,00009,1841.873491,0,29344,2096,200,20960.000000,1829.268523,107,1121,975.000000,93
1760608120759,00005,1841.873491,0,29344,2096,200,20960.000000,1442.621766,114,1195,901.000000,86
1760608120759,00003,1841.873491,0,29344,2096,200,20960.000000,2017.641732,106,1111,985.000000,94
1760608120759,00007,1841.873491,0,29344,2096,200,20960.000000,2309.200721,96,1006,1090.000000,104
1760608120759,00014,1841.873491,0,29344,2096,200,20960.000000,1679.747740,103,1079,1017.000000,97
1760608120759,00010,1841.873491,0,29344,2096,200,20960.000000,2081.329931,104,1090,1006.000000,96
1760608120759,00011,1841.873491,0,29344,2096,200,20960.000000,1860.632845,102,1069,1027.000000,98
1760608120759,00008,1841.873491,0,29344,2096,200,20960.000000,1562.212540,105,1100,996.000000,95
1760608120759,00001,1841.873491,0,29344,2096,200,20960.000000,1604.288140,94,985,1111.000000,106
1760608120859,00004,2158.542227,0,29344,2096,200,20960.000000,2051.821987,108,1132,964.000000,92
1760608120859,00006,2158.542227,0,29344,2096,200,20960.000000,2721.179476,109,1142,954.000000,91
1760608120859,00013,2158.542227,0,29344,2096,200,20960.000000,2367.995795,110,1153,943.000000,90
1760608120859,00002,2158.542227,0,29344,2096,200,20960.000000,2053.016556,90,943,1153.000000,110
1760608120859,00012,2158.542227,0,29344,2096,200,20960.000000,2361.170297,107,1121,975.000000,93
1760608120859,00009,2158.542227,0,29344,2096,200,20960.000000,2259.999779,108,1132,964.000000,92
1760608120859,00005,2158.542227,0,29344,2096,200,20960.000000,765.195900,108,1132,964.000000,92
1760608120859,00003,2158.542227,0,29344,2096,200,20960.000000,2368.766540,111,1163,933.000000,89
1760608120859,00007,2158.542227,0,29344,2096,200,20960.000000,2488.073652,106,1111,985.000000,94
1760608120859,00014,2158.542227,0,29344,2096,200,20960.000000,2252.606361,106,1111,985.000000,94
1760608120859,00010,2158.542227,0,29344,2096,200,20960.000000,2129.106626,104,1090,1006.000000,96
1760608120859,00011,2158.542227,0,29344,2096,200,20960.000000,2265.953608,105,1100,996.000000,95
1760608120859,00008,2158.542227,0,29344,2096,200,20960.000000,2046.579207,102,1069,1027.000000,98
1760608120859,00001,2158.542227,0,29344,2096,200,20960.000000,2088.125395,105,1100,996.000000,95
