DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.259875	25	9	3	1	6	3	3	0	551	15	3	-3.62845	1	1
DL	0.259964	25	9	3	7	5	3	5	0	112	4	0	5.28407	0	0
DL	0.259982	25	9	3	1	12	8	4	0	107	0	2	-8.15159	1	1
DL	0.259982	25	9	3	1	12	6	3	0	680	11	0	10.8455	0	0
UL	0.259982	25	9	3	12	1	3	3	0	80	14	0	13.1638 	1	0.720506
DL	0.260214	26	0	0	1	11	3	3	0	1013	15	1	-3.76245	1	1
DL	0.260232	26	0	0	1	12	8	4	0	107	0	2	-8.06727	1	1
DL	0.260232	26	0	0	1	12	6	3	0	680	11	0	10.7513	0	0
UL	0.260232	26	0	0	12	1	3	3	0	80	14	1	13.0207 	0	0
DL	0.260464	26	0	1	1	11	3	3	0	1013	15	2	13.3943	0	0
DL	0.260482	26	0	1	1	12	6	3	0	680	11	0	10.6216	0	0
DL	0.260732	26	0	2	1	12	8	4	0	107	0	3	-8.81381	1	1
DL	0.260732	26	0	2	1	12	3	5	0	274	4	2	-0.912263	0	0
DL	0.260732	26	0	2	1	12	6	3	0	680	11	0	10.6119	0	0
DL	0.260982	26	0	3	1	12	8	4	0	107	0	3	-8.75428	1	1
DL	0.260982	26	0	3	1	12	3	5	0	274	4	0	-0.868755	1	1
DL	0.260982	26	0	3	1	12	6	3	0	680	11	0	10.7114	0	0
DL	0.261125	26	1	0	1	6	3	5	0	135	4	0	-0.857494	1	1
DL	0.261232	26	1	0	1	12	8	4	0	107	0	3	-8.88111	1	1
DL	0.261232	26	1	0	1	12	6	3	0	680	11	0	10.572	0	0
DL	0.261232	26	1	0	7	6	3	3	0	551	15	0	13.8572	0	0
DL	0.261482	26	1	1	1	12	8	3	0	107	0	0	-32.0251	1	1
DL	0.261482	26	1	1	1	12	6	3	0	680	11	0	10.5951	0	0
DL	0.261482	26	1	1	1	12	3	3	0	1105	15	0	-3.40347	1	1
DL	0.261732	26	1	2	1	12	8	3	0	107	0	0	-32.1471	1	1
DL	0.261732	26	1	2	1	12	6	3	0	680	11	0	10.6746	0	0
DL	0.261732	26	1	2	1	12	3	3	0	1105	15	0	-3.32957	1	1
DL	0.261982	26	1	3	1	12	8	3	0	107	0	0	-32.2676	1	1
DL	0.261982	26	1	3	1	12	6	3	0	680	11	0	10.5915	0	0
DL	0.261982	26	1	3	1	12	3	5	0	274	4	1	-0.372988	0	0
DL	0.262232	26	2	0	1	12	6	3	0	680	11	0	10.8713	0	0
DL	0.262482	26	2	1	1	12	8	3	0	107	0	1	-28.8605	1	1
DL	0.262482	26	2	1	1	12	6	3	0	680	11	0	11.0364	0	0
DL	0.262732	26	2	2	1	12	3	3	0	1105	15	1	-3.66203	1	1
DL	0.262732	26	2	2	1	12	8	3	0	107	0	1	-32.3749	1	1
DL	0.262732	26	2	2	1	12	6	3	0	680	11	0	10.8684	0	0
DL	0.262982	26	2	3	1	12	8	3	0	107	0	1	-28.9415	1	1
DL	0.262982	26	2	3	1	12	6	3	0	884	13	0	11.1917	0	0.0001
DL	0.263214	26	3	0	1	11	6	3	0	810	13	0	11.2211	0	0
UL	0.263232	26	3	0	12	1	6	3	0	61	12	0	10.789 	0	0.0824
DL	0.263464	26	3	1	1	11	6	3	0	810	13	0	11.34	0	0
DL	0.263482	26	3	1	1	12	8	3	0	107	0	2	-26.8785	1	1
UL	0.263482	26	3	1	12	1	6	3	0	61	12	0	10.7792 	0	0.0824
DL	0.263714	26	3	2	1	11	6	3	0	810	13	0	11.1013	0	0.0579
DL	0.263732	26	3	2	1	12	3	3	0	1105	15	2	-3.59654	1	1
DL	0.263732	26	3	2	1	12	8	3	0	107	0	2	-31.8508	1	1
UL	0.263732	26	3	2	12	1	6	3	0	61	12	0	10.8005 	0	0.0824
DL	0.263982	26	3	3	1	12	8	3	0	107	0	2	-28.9632	1	1
DL	0.263982	26	3	3	1	12	6	3	0	884	13	0	11.3614	0	0.0001
DL	0.264232	26	4	0	1	12	6	3	0	884	13	0	11.3972	0	0.0001
DL	0.264482	26	4	1	1	12	8	3	0	107	0	3	-29.1142	1	1
DL	0.264482	26	4	1	1	12	6	3	0	884	13	0	11.4351	0	0.0001
DL	0.264732	26	4	2	1	12	3	3	0	1105	15	3	-3.98568	1	1
DL	0.264732	26	4	2	1	12	8	3	0	107	0	3	-32.6982	1	1
DL	0.264732	26	4	2	1	12	6	3	0	884	13	0	11.1726	0	0.0001
DL	0.264982	26	4	3	1	12	8	3	0	107	0	3	-29.5377	1	1
DL	0.264982	26	4	3	1	12	6	3	0	884	13	0	11.3529	0	0.0001
DL	0.265232	26	5	0	1	12	6	3	0	884	13	0	11.2605	0	0.0001
DL	0.265482	26	5	1	1	12	6	3	0	884	13	0	11.2534	0	0.0001
DL	0.265732	26	5	2	1	12	7	6	0	107	0	0	-10.4649	1	1
DL	0.265732	26	5	2	1	12	6	3	0	884	13	0	6.74101	1	1
DL	0.265875	26	5	3	1	6	7	6	0	52	0	0	-10.4257	1	1
DL	0.265982	26	5	3	1	12	3	6	0	107	0	0	-24.1798	1	1
DL	0.265982	26	5	3	1	12	6	3	0	884	13	0	6.56241	1	1
DL	0.265982	26	5	3	7	6	7	5	0	52	0	0	-2.20833	1	0.791149
DL	0.266125	26	6	0	1	6	7	6	0	52	0	0	-10.6087	1	1
DL	0.266232	26	6	0	1	12	3	6	0	107	0	0	-24.3732	1	1
DL	0.266232	26	6	0	1	12	6	3	0	884	13	0	6.46816	1	1
DL	0.266232	26	6	0	7	6	7	5	0	52	0	0	-2.29009	0	0.0014
DL	0.266482	26	6	1	1	12	4	3	0	107	0	0	-20.8355	1	1
DL	0.266482	26	6	1	1	12	3	6	0	107	0	0	-25.8487	1	1
DL	0.266482	26	6	1	1	12	6	3	0	403	6	0	5.72522	0	0.841503
DL	0.266482	26	6	1	1	12	7	5	0	107	0	0	-11.6317	1	1
DL	0.266732	26	6	2	1	12	4	3	0	107	0	0	-0.347746	1	0.700137
DL	0.266732	26	6	2	1	12	6	3	0	884	13	1	5.82524	0	0
DL	0.266732	26	6	2	1	12	7	6	0	107	0	1	-10.9221	1	1
DL	0.266875	26	6	3	1	6	7	6	0	52	0	1	-10.9497	1	1
DL	0.266982	26	6	3	1	12	3	6	0	107	0	1	-25.5831	1	1
DL	0.266982	26	6	3	1	12	4	3	0	107	0	0	-21.1693	1	1
DL	0.266982	26	6	3	1	12	6	3	0	884	13	1	5.9579	0	0
DL	0.266982	26	6	3	7	6	7	6	0	52	0	2	-10.9439	1	1
DL	0.267232	26	7	0	1	12	3	6	0	107	0	1	-24.801	1	1
DL	0.267232	26	7	0	1	12	4	4	0	107	0	0	-6.64771	1	1
DL	0.267232	26	7	0	1	12	6	3	0	884	13	1	9.83323	0	0
DL	0.267375	26	7	1	1	6	6	3	0	135	4	0	5.99502	0	0
DL	0.267482	26	7	1	1	12	7	5	0	107	0	1	-11.63	1	1
DL	0.267482	26	7	1	1	12	3	6	0	107	0	1	-25.6849	1	1
DL	0.267482	26	7	1	1	12	4	3	0	107	0	1	-21.4718	1	1
DL	0.267482	26	7	1	7	6	6	5	0	52	0	0	-16.4931	1	1
DL	0.267625	26	7	2	1	6	6	3	0	135	4	0	6.10746	0	0
DL	0.267732	26	7	2	1	12	7	6	0	107	0	2	-11.0777	1	1
DL	0.267732	26	7	2	1	12	4	3	0	107	0	1	-0.408717	0	0
DL	0.267732	26	7	2	7	6	6	5	0	52	0	0	-16.5038	1	1
DL	0.267875	26	7	3	1	6	7	6	0	52	0	3	-11.1539	1	1
DL	0.267875	26	7	3	1	6	6	3	0	338	11	0	5.97923	1	1
UL	0.267964	26	7	3	7	5	7	5	0	43	0	0	-1.81511 	1	1
DL	0.267982	26	7	3	1	12	3	6	0	107	0	2	-25.1772	1	1
DL	0.267982	26	7	3	1	12	4	3	0	107	0	1	-22.0012	1	1
DL	0.267982	26	7	3	7	6	6	5	0	52	0	0	-16.4098	1	1
DL	0.268232	26	8	0	1	12	3	6	0	107	0	2	-24.7295	1	1
DL	0.268232	26	8	0	1	12	4	4	0	107	0	1	-6.6447	1	1
DL	0.268232	26	8	0	1	12	6	3	0	274	4	0	9.95732	0	0
DL	0.268375	26	8	1	1	6	6	5	0	52	0	1	-25.9874	1	1
DL	0.268482	26	8	1	1	12	5	3	0	107	0	0	-27.3905	1	1
DL	0.268482	26	8	1	1	12	8	6	0	107	0	0	-7.36088	1	1
DL	0.268482	26	8	1	1	12	7	5	0	107	0	2	-15.5638	1	1
DL	0.268482	26	8	1	1	12	3	6	0	107	0	2	-29.786	1	1
DL	0.268482	26	8	1	1	12	4	3	0	107	0	2	-22.6115	1	1
DL	0.268482	26	8	1	7	6	6	5	0	52	0	2	-26.0887	1	1
DL	0.268625	26	8	2	1	6	6	3	0	338	11	1	2.82452	0	0.064
DL	0.268732	26	8	2	1	12	5	3	0	107	0	0	-23.7222	1	1
DL	0.268732	26	8	2	1	12	8	6	0	107	0	0	-7.04494	1	1
DL	0.268732	26	8	2	1	12	7	6	0	107	0	3	-14.8218	1	1
DL	0.268732	26	8	2	7	6	6	3	0	338	11	2	2.79419	1	1
DL	0.268875	26	8	3	1	6	6	5	0	52	0	1	-26.2738	1	1
DL	0.268982	26	8	3	1	12	3	6	0	107	0	3	-29.5384	1	1
DL	0.268982	26	8	3	1	12	4	3	0	107	0	2	-22.7584	1	1
DL	0.268982	26	8	3	1	12	5	3	0	107	0	0	-26.3541	1	1
DL	0.268982	26	8	3	1	12	8	6	0	107	0	0	-6.53756	1	1
DL	0.268982	26	8	3	7	6	6	5	0	52	0	2	-26.3227	1	1
DL	0.269125	26	9	0	1	6	6	5	0	52	0	3	-25.8863	1	1
DL	0.269232	26	9	0	1	12	3	6	0	107	0	3	-24.6381	1	1
DL	0.269232	26	9	0	1	12	4	4	0	107	0	2	-6.87793	0	0.048
DL	0.269232	26	9	0	7	6	6	3	0	338	11	0	11.3976	0	0
DL	0.269482	26	9	1	1	12	7	5	0	107	0	3	-15.6945	1	1
DL	0.269482	26	9	1	1	12	5	3	0	107	0	1	-27.403	1	1
DL	0.269482	26	9	1	1	12	8	6	0	107	0	1	-7.49164	1	1
DL	0.269482	26	9	1	1	12	3	6	0	107	0	3	-29.9592	1	1
DL	0.269482	26	9	1	1	12	4	3	0	107	0	3	-23.0964	1	1
DL	0.269482	26	9	1	1	12	6	3	0	172	2	0	2.38437	0	0
UL	0.269607	26	9	2	1	5	4	3	0	43	0	0	0.190458 	1	0.572072
DL	0.269732	26	9	2	1	12	5	3	0	107	0	1	-21.2431	1	1
DL	0.269732	26	9	2	1	12	8	6	0	107	0	1	-6.17086	1	1
DL	0.269732	26	9	2	1	12	6	3	0	172	2	1	5.53508	0	0
DL	0.269875	26	9	3	1	6	6	5	0	52	0	3	-23.3933	1	1
DL	0.269982	26	9	3	1	12	4	3	0	107	0	3	-0.840248	1	0.999039
DL	0.269982	26	9	3	1	12	5	3	0	107	0	1	-24.8136	1	1
DL	0.269982	26	9	3	1	12	8	6	0	107	0	1	-6.14627	1	1
DL	0.269982	26	9	3	7	6	6	3	0	440	13	0	11.3422	0	0
DL	0.270232	27	0	0	1	12	6	3	0	172	2	0	11.3403	0	0
UL	0.270357	27	0	1	1	5	4	3	0	43	0	1	0.221745 	0	0
UL	0.270446	27	0	1	6	5	4	4	0	43	0	0	-6.26016 	1	1
DL	0.270482	27	0	1	1	12	5	3	0	107	0	2	-21.3061	1	1
DL	0.270482	27	0	1	1	12	8	6	0	107	0	2	-6.28163	1	1
DL	0.270482	27	0	1	1	12	6	3	0	274	4	0	5.29246	0	0.001
DL	0.270732	27	0	2	1	12	5	3	0	107	0	2	-21.3094	1	1
DL	0.270732	27	0	2	1	12	8	6	0	107	0	2	-6.27321	1	1
DL	0.270732	27	0	2	1	12	6	3	0	884	13	0	5.27833	1	1
DL	0.270982	27	0	3	1	12	5	3	0	107	0	2	-21.3766	1	1
DL	0.270982	27	0	3	1	12	8	6	0	107	0	2	-6.28507	1	0.999039
DL	0.270982	27	0	3	1	12	6	3	0	884	13	0	5.26645	1	1
UL	0.271107	27	1	0	1	5	4	4	0	43	0	1	-6.19194 	1	1
DL	0.271232	27	1	0	1	12	6	3	0	274	4	0	11.3419	0	0
DL	0.271482	27	1	1	1	12	5	3	0	107	0	3	-21.3194	1	1
DL	0.271482	27	1	1	1	12	8	6	0	107	0	3	-6.44256	1	0.700137
DL	0.271482	27	1	1	1	12	6	3	0	274	4	0	5.20782	0	0
DL	0.271732	27	1	2	1	12	5	3	0	107	0	3	-21.2193	1	1
DL	0.271732	27	1	2	1	12	8	6	0	107	0	3	-6.52249	0	0.048
DL	0.271732	27	1	2	1	12	6	3	0	274	4	1	5.25367	0	0.001
UL	0.271857	27	1	3	1	5	4	4	0	43	0	2	-6.1774 	1	0.998077
DL	0.271982	27	1	3	1	12	5	3	0	107	0	3	-21.4291	1	1
DL	0.271982	27	1	3	1	12	8	6	0	107	0	3	-6.58389	0	0.048
DL	0.271982	27	1	3	1	12	6	3	0	884	13	1	5.14732	0	0
DL	0.272232	27	2	0	1	12	6	3	0	274	4	0	11.3419	0	0
DL	0.272482	27	2	1	1	12	6	3	0	274	4	0	11.2939	0	0
UL	0.272607	27	2	2	1	5	4	4	0	43	0	3	-6.15246 	0	0.0028
DL	0.272732	27	2	2	1	12	6	3	0	274	4	0	11.4416	0	0
UL	0.272857	27	2	3	1	5	8	6	0	43	0	0	-3.91057 	1	1
DL	0.272982	27	2	3	1	12	6	3	0	884	13	0	11.4548	0	0.0001
UL	0.273107	27	3	0	1	5	8	6	0	43	0	0	-3.95426 	1	1
DL	0.273232	27	3	0	1	12	6	3	0	884	13	0	11.3899	0	0.0001
DL	0.273482	27	3	1	1	12	6	3	0	884	13	0	11.4929	0	0.0001
UL	0.273607	27	3	2	1	5	8	6	0	43	0	1	-3.80283 	1	0.572072
DL	0.273732	27	3	2	1	12	6	3	0	884	13	0	11.5403	0	0.0001
UL	0.273857	27	3	3	1	5	8	6	0	43	0	1	-3.76209 	1	0.572072
DL	0.273964	27	3	3	1	11	6	3	0	810	13	0	11.5664	0	0
UL	0.273982	27	3	3	12	1	6	3	0	61	12	0	10.6927 	1	0.529564
DL	0.274214	27	4	0	1	11	6	3	0	810	13	0	11.5777	0	0
UL	0.274232	27	4	0	12	1	6	3	0	61	12	0	10.6188 	1	0.529564
UL	0.274357	27	4	1	1	5	8	6	0	43	0	2	-3.90428 	0	0
DL	0.274464	27	4	1	1	11	6	3	0	810	13	0	11.5294	0	0
UL	0.274482	27	4	1	12	1	6	3	0	61	12	0	10.667 	1	0.529564
UL	0.274607	27	4	2	1	5	8	6	0	43	0	2	-3.89085 	0	0
DL	0.274714	27	4	2	1	11	6	3	0	810	13	0	11.5849	0	0
UL	0.274732	27	4	2	12	1	6	3	0	61	12	1	10.7055 	0	0
DL	0.274964	27	4	3	1	11	6	3	0	810	13	0	11.6284	0	0
UL	0.274982	27	4	3	12	1	6	3	0	61	12	1	10.6972 	0	0
DL	0.275214	27	5	0	1	11	6	3	0	810	13	0	11.5767	0	0
UL	0.275232	27	5	0	12	1	6	3	0	61	12	1	10.6194 	0	0
DL	0.275482	27	5	1	1	12	6	3	0	884	13	0	11.6145	0	0.0001
DL	0.275732	27	5	2	1	12	6	3	0	884	13	0	11.5382	0	0.0001
DL	0.275982	27	5	3	1	12	6	3	0	884	13	0	11.4371	0	0.0001
DL	0.276232	27	6	0	1	12	6	3	0	884	13	0	11.3365	0	0.0001
DL	0.276482	27	6	1	1	12	6	3	0	884	13	0	11.2318	0	0.0001
DL	0.276732	27	6	2	1	12	6	3	0	884	13	0	11.3529	0	0.0001
DL	0.276982	27	6	3	1	12	6	3	0	884	13	0	11.4267	0	0.0001
DL	0.277232	27	7	0	1	12	6	3	0	884	13	0	11.2482	0	0.0001
DL	0.277482	27	7	1	1	12	6	3	0	884	13	0	11.1298	0	0.0001
DL	0.277732	27	7	2	1	12	6	3	0	884	13	0	11.2188	0	0.0001
DL	0.277982	27	7	3	1	12	6	3	0	884	13	0	11.2383	0	0.0001
DL	0.278232	27	8	0	1	12	6	3	0	884	13	0	11.2326	0	0.0001
DL	0.278482	27	8	1	1	12	6	3	0	884	13	0	11.1601	0	0.0001
DL	0.278732	27	8	2	1	12	6	3	0	884	13	0	11.0594	0	0.0189
DL	0.278982	27	8	3	1	12	6	3	0	884	13	0	11.0433	0	0.0189
DL	0.279232	27	9	0	1	12	6	3	0	884	13	0	10.9832	0	0.0189
DL	0.279482	27	9	1	1	12	6	3	0	884	13	0	11.1559	0	0.0189
DL	0.279732	27	9	2	1	12	6	3	0	884	13	0	11.0588	0	0.0189
DL	0.279982	27	9	3	1	12	6	3	0	884	13	0	10.9774	0	0.0189
DL	0.280232	28	0	0	1	12	6	3	0	884	13	0	11.0564	0	0.0189
DL	0.280482	28	0	1	1	12	6	3	0	884	13	0	11.0335	0	0.0189
DL	0.280732	28	0	2	1	12	6	3	0	884	13	0	11.0461	0	0.0189
DL	0.280982	28	0	3	1	12	6	3	0	884	13	0	11.1313	0	0.0189
DL	0.281232	28	1	0	1	12	6	3	0	884	13	0	11.2054	0	0.0189
DL	0.281482	28	1	1	1	12	6	3	0	884	13	0	11.2073	0	0.0189
DL	0.281732	28	1	2	1	12	6	3	0	884	13	0	11.3858	0	0.0001
DL	0.281982	28	1	3	1	12	6	3	0	884	13	0	11.3754	0	0.0001
DL	0.282232	28	2	0	1	12	6	3	0	884	13	0	11.339	0	0.0001
DL	0.282482	28	2	1	1	12	6	3	0	884	13	0	11.4528	0	0.0001
DL	0.282732	28	2	2	1	12	6	3	0	884	13	0	11.3218	0	0.0189
DL	0.282982	28	2	3	1	12	6	3	0	884	13	0	11.3385	0	0.0189
DL	0.283232	28	3	0	1	12	6	3	0	884	13	0	11.3765	0	0.0001
DL	0.283482	28	3	1	1	12	6	3	0	884	13	0	11.3514	0	0.0189
DL	0.283732	28	3	2	1	12	6	3	0	884	13	0	11.1911	0	0.0189
DL	0.283982	28	3	3	1	12	7	3	0	107	0	0	-8.54817	1	1
DL	0.283982	28	3	3	1	12	6	3	0	884	13	0	7.18465	1	1
DL	0.284232	28	4	0	1	12	7	3	0	107	0	0	-8.40003	1	1
DL	0.284232	28	4	0	1	12	6	3	0	884	13	0	7.18018	1	1
DL	0.284482	28	4	1	1	12	7	3	0	107	0	0	-8.31774	1	1
DL	0.284482	28	4	1	1	12	6	3	0	884	13	0	7.19244	1	1
DL	0.284714	28	4	2	1	11	6	3	0	369	6	0	11.1562	0	0
UL	0.284732	28	4	2	12	1	6	3	0	42	8	0	10.0544 	0	0.577273
DL	0.284982	28	4	3	1	12	7	3	0	107	0	1	-8.34385	1	1
DL	0.284982	28	4	3	1	12	6	3	0	884	13	1	7.26775	0	0
DL	0.285232	28	5	0	1	12	7	3	0	107	0	1	-8.37976	1	1
DL	0.285232	28	5	0	1	12	6	3	0	884	13	1	7.33245	0	0
DL	0.285464	28	5	1	1	11	6	3	0	369	6	1	7.35273	0	0
DL	0.285482	28	5	1	1	12	7	3	0	107	0	1	-8.36347	1	1
UL	0.285482	28	5	1	12	1	6	3	0	36	7	0	10.153 	0	0.0573
DL	0.285714	28	5	2	1	11	6	3	0	369	6	2	11.1934	0	0
DL	0.285982	28	5	3	1	12	7	3	0	107	0	2	-8.03927	1	1
DL	0.285982	28	5	3	1	12	6	3	0	403	6	0	7.36628	0	0
DL	0.286232	28	6	0	1	12	7	3	0	107	0	2	-8.06229	1	1
DL	0.286232	28	6	0	1	12	6	3	0	403	6	0	7.41284	0	0
DL	0.286304	28	6	1	1	2	6	3	0	144	13	0	7.44852	1	1
DL	0.286482	28	6	1	1	12	7	3	0	107	0	2	-8.03732	1	1
DL	0.286732	28	6	2	1	12	6	3	0	403	6	0	11.4554	0	0
DL	0.286982	28	6	3	1	12	8	4	0	107	0	0	-4.34265	1	1
DL	0.286982	28	6	3	1	12	7	3	0	107	0	3	-8.27788	1	1
DL	0.286982	28	6	3	1	12	6	3	0	403	6	0	7.50829	0	0
DL	0.287232	28	7	0	1	12	8	4	0	107	0	0	-4.50547	1	1
DL	0.287232	28	7	0	1	12	7	3	0	107	0	3	-8.21722	1	1
DL	0.287232	28	7	0	1	12	6	3	0	403	6	1	7.45829	0	0
DL	0.287482	28	7	1	1	12	8	4	0	107	0	0	-4.56414	1	1
DL	0.287482	28	7	1	1	12	7	3	0	107	0	3	-8.35144	1	1
DL	0.287482	28	7	1	1	12	6	3	0	884	13	0	7.53396	1	1
DL	0.287732	28	7	2	1	12	3	5	0	107	0	0	7.11537	0	0
DL	0.287732	28	7	2	1	12	6	3	0	403	6	0	11.2899	0	0
DL	0.287982	28	7	3	1	12	8	4	0	107	0	1	-11.2289	1	1
DL	0.287982	28	7	3	1	12	3	5	0	107	0	0	2.75417	0	0
DL	0.287982	28	7	3	1	12	6	3	0	403	6	0	11.0129	0	0
DL	0.288232	28	8	0	1	12	8	4	0	107	0	1	-11.1061	1	1
DL	0.288232	28	8	0	1	12	3	5	0	107	0	0	2.61728	0	0
DL	0.288232	28	8	0	1	12	6	3	0	403	6	0	11.2056	0	0
DL	0.288482	28	8	1	1	12	8	4	0	107	0	1	-11.0481	1	1
DL	0.288482	28	8	1	1	12	3	5	0	403	6	0	2.46076	0	0
DL	0.288482	28	8	1	1	12	6	3	0	884	13	1	11.1848	0	0
DL	0.288732	28	8	2	1	12	3	5	0	107	0	0	6.74693	0	0
DL	0.288732	28	8	2	1	12	6	3	0	680	11	0	11.1854	0	0
DL	0.288893	28	8	3	1	7	3	5	0	61	0	0	2.27949	0	0.0014
DL	0.288982	28	8	3	1	12	8	4	0	107	0	2	-7.17548	1	1
DL	0.288982	28	8	3	1	12	6	3	0	884	13	0	11.3479	0	0.0189
UL	0.288982	28	8	3	8	5	3	5	0	43	0	0	6.13101 	0	0
DL	0.289143	28	9	0	1	7	3	5	0	61	0	0	2.21683	0	0.0014
DL	0.289232	28	9	0	1	12	8	4	0	107	0	2	-7.16332	1	1
DL	0.289232	28	9	0	1	12	6	3	0	884	13	0	11.1447	1	0.0189
UL	0.289232	28	9	0	8	5	3	5	0	43	0	0	6.10718 	0	0
DL	0.289393	28	9	1	1	7	3	5	0	234	6	0	2.20114	1	1
DL	0.289482	28	9	1	1	12	8	4	0	107	0	2	-7.05124	1	1
DL	0.289482	28	9	1	1	12	6	3	0	884	13	0	11.3257	0	0.0189
UL	0.289482	28	9	1	8	5	3	5	0	43	0	0	6.13614 	0	0
DL	0.289732	28	9	2	1	12	6	3	0	884	13	0	11.2456	0	0
DL	0.289732	28	9	2	1	12	3	5	0	107	0	0	6.50158	0	0
DL	0.289982	28	9	3	1	12	8	4	0	107	0	3	-10.9614	1	0.999039
DL	0.289982	28	9	3	1	12	6	3	0	884	13	0	11.2704	0	0.0189
DL	0.289982	28	9	3	1	12	3	5	0	107	0	0	2.31634	0	0
DL	0.290232	29	0	0	1	12	8	4	0	107	0	3	-10.9186	1	0.999039
DL	0.290232	29	0	0	1	12	6	3	0	884	13	1	11.3489	0	0.0189
DL	0.290232	29	0	0	1	12	3	5	0	107	0	0	2.33666	0	0
DL	0.290393	29	0	1	1	7	3	5	0	234	6	1	2.18369	0	0
DL	0.290446	29	0	1	8	3	3	3	0	24	0	0	14.0086	0	0
DL	0.290482	29	0	1	1	12	8	4	0	107	0	3	-8.91449	1	0.999039
DL	0.290482	29	0	1	1	12	6	3	0	884	13	0	11.363	0	0.0189
DL	0.290643	29	0	2	1	7	3	5	0	234	6	2	2.11323	1	1
DL	0.290696	29	0	2	8	3	3	3	0	24	0	0	13.9416	0	0
DL	0.290732	29	0	2	1	12	8	3	0	107	0	0	-34.4167	1	1
DL	0.290732	29	0	2	1	12	6	3	0	884	13	0	11.4659	0	0.0189
DL	0.290875	29	0	3	1	6	3	5	0	52	0	0	1.81518	0	0.0014
DL	0.290982	29	0	3	1	12	8	3	0	107	0	0	-35.2721	1	1
DL	0.290982	29	0	3	1	12	6	3	0	884	13	0	11.4132	0	0.0189
DL	0.290982	29	0	3	7	6	3	3	0	52	0	0	14.031	0	0
DL	0.291125	29	1	0	1	6	3	5	0	52	0	0	1.83467	0	0.0014
DL	0.291232	29	1	0	1	12	8	3	0	107	0	0	-35.2009	1	1
DL	0.291232	29	1	0	1	12	6	3	0	884	13	0	11.3816	0	0.0189
DL	0.291232	29	1	0	7	6	3	3	0	551	15	0	14.0401	0	0
DL	0.291339	29	1	1	1	4	3	5	0	33	0	0	6.13454	0	0
DL	0.291411	29	1	1	5	4	3	3	0	366	15	0	13.8921	0	0.0008
DL	0.291482	29	1	1	1	12	6	3	0	884	13	0	11.4104	0	0.0189
UL	0.291482	29	1	1	9	4	3	3	0	33	0	0	12.7639 	0	0
DL	0.291589	29	1	2	1	4	3	5	0	33	0	0	1.84891	0	0.0065
DL	0.291661	29	1	2	5	4	3	3	0	366	15	0	13.9312	0	0.0008
DL	0.291732	29	1	2	1	12	8	3	0	107	0	1	-33.5065	1	1
DL	0.291732	29	1	2	1	12	6	3	0	884	13	0	11.4184	0	0.0189
UL	0.291732	29	1	2	9	4	3	3	0	33	0	0	12.819 	0	0
DL	0.291875	29	1	3	1	6	3	5	0	52	0	0	1.86849	0	0.0014
DL	0.291982	29	1	3	1	12	8	3	0	107	0	1	-34.8509	1	1
DL	0.291982	29	1	3	1	12	6	3	0	884	13	0	11.4138	0	0.0189
DL	0.291982	29	1	3	7	6	3	3	0	551	15	0	13.9976	0	0
DL	0.292125	29	2	0	1	6	3	5	0	135	4	0	1.80612	1	1
DL	0.292232	29	2	0	1	12	8	3	0	107	0	1	-34.8109	1	1
DL	0.292232	29	2	0	1	12	6	3	0	884	13	0	11.4961	0	0.0189
DL	0.292232	29	2	0	7	6	3	3	0	551	15	0	13.9768	0	0
DL	0.292375	29	2	1	1	6	3	5	0	52	0	0	5.8681	0	0
DL	0.292482	29	2	1	1	12	6	3	0	884	13	0	11.5534	0	0.0189
DL	0.292482	29	2	1	7	6	3	3	0	551	15	0	14.0272	0	0
DL	0.292625	29	2	2	1	6	3	5	0	52	0	0	1.82866	0	0.0014
DL	0.292732	29	2	2	1	12	8	3	0	107	0	2	-34.8493	1	1
DL	0.292732	29	2	2	1	12	6	3	0	884	13	0	11.5915	0	0.0001
DL	0.292732	29	2	2	7	6	3	3	0	551	15	0	14.0608	0	0
DL	0.292875	29	2	3	1	6	3	5	0	135	4	1	1.8208	0	0
DL	0.292982	29	2	3	1	12	8	3	0	107	0	2	-34.9379	1	1
DL	0.292982	29	2	3	1	12	6	3	0	884	13	0	11.6841	0	0.0001
DL	0.292982	29	2	3	7	6	3	5	0	135	4	2	1.7593	1	1
DL	0.293125	29	3	0	1	6	3	5	0	135	4	0	1.70432	1	1
DL	0.293232	29	3	0	1	12	8	3	0	107	0	2	-34.9634	1	1
DL	0.293232	29	3	0	1	12	6	3	0	884	13	0	11.6074	0	0.0001
DL	0.293232	29	3	0	7	6	3	3	0	551	15	0	13.9608	0	0
DL	0.293375	29	3	1	1	6	3	5	0	52	0	0	5.79439	0	0
DL	0.293482	29	3	1	1	12	6	3	0	884	13	0	11.5053	0	0.0189
DL	0.293482	29	3	1	7	6	3	3	0	551	15	0	13.9749	0	0
DL	0.293625	29	3	2	1	6	3	5	0	52	0	0	1.83829	0	0
DL	0.293732	29	3	2	1	12	8	3	0	107	0	3	-34.9648	1	1
DL	0.293732	29	3	2	1	12	6	3	0	884	13	0	11.5548	0	0.0001
DL	0.293732	29	3	2	7	6	3	3	0	551	15	0	13.8268	0	0
DL	0.293875	29	3	3	1	6	3	5	0	52	0	1	1.81578	0	0.0014
