timestamp,meid,cell_id,format,DRB_PdcpSduDelayDl,TB_TotNbrDlInitial_Qpsk,TB_TotNbrDlInitial_64Qam,RRU_PrbUsedDl,DRB_MeanActiveUeDl,TB_TotNbrDlInitial_16Qam
1765207696953,gnb:131-133-31000000,N/A,F1,5.83948,,,,,
1765207696958,gnb:131-133-31000000,1111,F1,,3976,18590,47,2,
1765207697161,gnb:131-133-31000000,N/A,F1,20.475482,,,,,
1765207697162,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207697370,gnb:131-133-31000000,N/A,F1,20.465119,,,,,
1765207697371,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207697578,gnb:131-133-31000000,N/A,F1,20.479152,,,,,
1765207697579,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207697786,gnb:131-133-31000000,N/A,F1,20.471454,,,,,
1765207697787,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207698040,gnb:131-133-31000000,N/A,F1,20.477681,,,,,
1765207698243,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207698450,gnb:131-133-31000000,N/A,F1,20.463447,,,,,
1765207698450,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207698658,gnb:131-133-31000000,N/A,F1,20.465866,,,,,
1765207698660,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207698867,gnb:131-133-31000000,N/A,F1,20.462076,,,,,
1765207698867,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207699185,gnb:131-133-31000000,N/A,F1,20.456753,,,,,
1765207699386,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207699593,gnb:131-133-31000000,N/A,F1,20.450261,,,,,
1765207699594,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207699803,gnb:131-133-31000000,N/A,F1,20.461465,,,,,
1765207699803,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207700009,gnb:131-133-31000000,N/A,F1,20.455987,,,,,
1765207700010,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207700226,gnb:131-133-31000000,N/A,F1,20.458406,,,,,
1765207700435,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207700642,gnb:131-133-31000000,N/A,F1,20.463491,,,,,
1765207700643,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207700849,gnb:131-133-31000000,N/A,F1,20.460806,,,,,
1765207700850,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207701079,gnb:131-133-31000000,N/A,F1,20.465927,,,,,
1765207701284,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207701491,gnb:131-133-31000000,N/A,F1,20.468347,,,,,
1765207701493,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207701747,gnb:131-133-31000000,N/A,F1,20.469597,,,,,
1765207701956,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207702183,gnb:131-133-31000000,N/A,F1,20.474718,,,,,
1765207702389,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207702663,gnb:131-133-31000000,N/A,F1,20.468226,,,,,
1765207702867,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207703074,gnb:131-133-31000000,N/A,F1,20.470645,,,,,
1765207703075,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207703283,gnb:131-133-31000000,N/A,F1,20.478468,,,,,
1765207703283,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207703498,gnb:131-133-31000000,N/A,F1,20.469274,,,,,
1765207703706,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207703913,gnb:131-133-31000000,N/A,F1,20.474359,,,,,
1765207703914,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207704121,gnb:131-133-31000000,N/A,F1,20.463932,,,,,
1765207704122,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207704334,gnb:131-133-31000000,N/A,F1,20.45861,,,,,
1765207704538,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207704746,gnb:131-133-31000000,N/A,F1,20.467602,,,,,
1765207704746,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207705016,gnb:131-133-31000000,N/A,F1,20.449497,,,,,
1765207705219,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207705426,gnb:131-133-31000000,N/A,F1,20.454618,,,,,
1765207705427,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207705634,gnb:131-133-31000000,N/A,F1,20.461306,,,,,
1765207705636,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207705923,gnb:131-133-31000000,N/A,F1,20.457642,,,,,
1765207706130,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207706337,gnb:131-133-31000000,N/A,F1,20.461594,,,,,
1765207706340,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207706545,gnb:131-133-31000000,N/A,F1,20.45744,,,,,
1765207706546,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207706793,gnb:131-133-31000000,N/A,F1,20.465227,,,,,
1765207706994,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207707202,gnb:131-133-31000000,N/A,F1,20.466413,,,,,
1765207707203,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207707411,gnb:131-133-31000000,N/A,F1,20.46109,,,,,
1765207707412,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207707706,gnb:131-133-31000000,N/A,F1,20.477824,,,,,
1765207707918,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207708134,gnb:131-133-31000000,N/A,F1,20.476373,,,,,
1765207708340,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207708581,gnb:131-133-31000000,N/A,F1,20.46484,,,,,
1765207708789,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207708994,gnb:131-133-31000000,N/A,F1,20.478873,,,,,
1765207708997,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207709317,gnb:131-133-31000000,N/A,F1,20.472381,,,,,
1765207709522,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207709729,gnb:131-133-31000000,N/A,F1,20.476332,,,,,
1765207709730,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207709957,gnb:131-133-31000000,N/A,F1,20.464437,,,,,
1765207710162,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207710369,gnb:131-133-31000000,N/A,F1,20.460611,,,,,
1765207710370,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207710577,gnb:131-133-31000000,N/A,F1,20.462966,,,,,
1765207710578,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207710786,gnb:131-133-31000000,N/A,F1,20.452603,,,,,
1765207710788,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207710994,gnb:131-133-31000000,N/A,F1,20.453853,,,,,
1765207710995,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207711208,gnb:131-133-31000000,N/A,F1,20.464015,,,,,
1765207711409,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207711618,gnb:131-133-31000000,N/A,F1,20.452482,,,,,
1765207711619,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207711826,gnb:131-133-31000000,N/A,F1,20.462913,,,,,
1765207711827,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207712241,gnb:131-133-31000000,N/A,F1,20.459377,,,,,
1765207712451,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207712657,gnb:131-133-31000000,N/A,F1,20.460627,,,,,
1765207712660,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207712866,gnb:131-133-31000000,N/A,F1,20.470789,,,,,
1765207713079,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207713282,gnb:131-133-31000000,N/A,F1,20.45922,,,,,
1765207713282,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207713489,gnb:131-133-31000000,N/A,F1,20.469318,,,,,
1765207713494,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207713811,gnb:131-133-31000000,N/A,F1,20.470568,,,,,
1765207714022,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207714249,gnb:131-133-31000000,N/A,F1,20.469116,,,,,
1765207714453,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207714658,gnb:131-133-31000000,N/A,F1,20.481979,,,,,
1765207714658,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207714940,gnb:131-133-31000000,N/A,F1,20.466576,,,,,
1765207715151,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207715356,gnb:131-133-31000000,N/A,F1,20.481777,,,,,
1765207715356,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207715613,gnb:131-133-31000000,N/A,F1,20.470245,,,,,
1765207715817,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207716010,gnb:131-133-31000000,N/A,F1,20.463753,,,,,
1765207716011,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207716127,gnb:131-133-31000000,N/A,F1,20.458431,,,,,
1765207716329,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207716537,gnb:131-133-31000000,N/A,F1,20.459645,,,,,
1765207716538,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207716745,gnb:131-133-31000000,N/A,F1,20.449218,,,,,
1765207716746,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207716953,gnb:131-133-31000000,N/A,F1,20.45821,,,,,
1765207716954,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207717161,gnb:131-133-31000000,N/A,F1,20.452887,,,,,
1765207717163,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207717410,gnb:131-133-31000000,N/A,F1,20.46575,,,,,
1765207717550,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207717778,gnb:131-133-31000000,N/A,F1,20.457733,,,,,
1765207717986,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207718331,gnb:131-133-31000000,N/A,F1,20.464903,,,,,
1765207718544,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207718753,gnb:131-133-31000000,N/A,F1,20.461113,,,,,
1765207718956,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207719376,gnb:131-133-31000000,N/A,F1,20.463532,,,,,
1765207719581,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207719929,gnb:131-133-31000000,N/A,F1,20.468653,,,,,
1765207720132,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207720406,gnb:131-133-31000000,N/A,F1,20.469867,,,,,
1765207720616,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207720818,gnb:131-133-31000000,N/A,F1,20.467182,,,,,
1765207720821,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207721136,gnb:131-133-31000000,N/A,F1,20.477344,,,,,
1765207721341,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207721545,gnb:131-133-31000000,N/A,F1,20.470852,,,,,
1765207721546,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207721796,gnb:131-133-31000000,N/A,F1,20.475973,,,,,
1765207722002,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207722209,gnb:131-133-31000000,N/A,F1,20.477223,,,,,
1765207722211,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207722417,gnb:131-133-31000000,N/A,F1,20.464158,,,,,
1765207722418,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207722625,gnb:131-133-31000000,N/A,F1,20.456497,,,,,
1765207722626,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207722833,gnb:131-133-31000000,N/A,F1,20.466658,,,,,
1765207722833,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207723071,gnb:131-133-31000000,N/A,F1,20.448553,,,,,
1765207723280,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207723481,gnb:131-133-31000000,N/A,F1,20.46255,,,,,
1765207723482,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207723689,gnb:131-133-31000000,N/A,F1,20.450953,,,,,
1765207723692,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207723898,gnb:131-133-31000000,N/A,F1,20.457244,,,,,
1765207723898,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207724112,gnb:131-133-31000000,N/A,F1,20.458494,,,,,
1765207724315,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207724530,gnb:131-133-31000000,N/A,F1,20.462593,,,,,
1765207724531,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207724729,gnb:131-133-31000000,N/A,F1,20.464219,,,,,
1765207724732,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207725097,gnb:131-133-31000000,N/A,F1,20.462768,,,,,
1765207725301,gnb:131-133-31000000,1111,F1,,400,,119,2,
1765207725505,gnb:131-133-31000000,N/A,F1,5.165267,,,,,
1765207725506,gnb:131-133-31000000,1111,F1,,33,367,42,2,
1765207725982,gnb:131-133-31000000,N/A,F1,4.35818,,,,,
1765207726185,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207726422,gnb:131-133-31000000,N/A,F1,4.358929,,,,,
1765207726626,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207726835,gnb:131-133-31000000,N/A,F1,4.359638,,,,,
1765207726838,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207727147,gnb:131-133-31000000,N/A,F1,4.357927,,,,,
1765207727274,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207727632,gnb:131-133-31000000,N/A,F1,4.358675,,,,,
1765207727837,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207728127,gnb:131-133-31000000,N/A,F1,4.35786,,,,,
1765207728333,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207728543,gnb:131-133-31000000,N/A,F1,4.35808,,,,,
1765207728543,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207728923,gnb:131-133-31000000,N/A,F1,4.358829,,,,,
1765207729134,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207729337,gnb:131-133-31000000,N/A,F1,4.359577,,,,,
1765207729338,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207729545,gnb:131-133-31000000,N/A,F1,4.357927,,,,,
1765207729546,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207729773,gnb:131-133-31000000,N/A,F1,4.358675,,,,,
1765207729977,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207730185,gnb:131-133-31000000,N/A,F1,4.35786,,,,,
1765207730186,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207730393,gnb:131-133-31000000,N/A,F1,4.358041,,,,,
1765207730394,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207730601,gnb:131-133-31000000,N/A,F1,4.358729,,,,,
1765207730602,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207730814,gnb:131-133-31000000,N/A,F1,4.359477,,,,,
1765207731018,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207731227,gnb:131-133-31000000,N/A,F1,4.357827,,,,,
1765207731229,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207731544,gnb:131-133-31000000,N/A,F1,4.358575,,,,,
1765207731746,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207731954,gnb:131-133-31000000,N/A,F1,4.35776,,,,,
1765207731958,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207732319,gnb:131-133-31000000,N/A,F1,4.35798,,,,,
1765207732522,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207732730,gnb:131-133-31000000,N/A,F1,4.358729,,,,,
1765207732735,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207733128,gnb:131-133-31000000,N/A,F1,4.359477,,,,,
1765207733331,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207733538,gnb:131-133-31000000,N/A,F1,4.357827,,,,,
1765207733539,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207733746,gnb:131-133-31000000,N/A,F1,4.358536,,,,,
1765207733748,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207733953,gnb:131-133-31000000,N/A,F1,4.35766,,,,,
1765207733954,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207734161,gnb:131-133-31000000,N/A,F1,4.35788,,,,,
1765207734163,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207734410,gnb:131-133-31000000,N/A,F1,4.358629,,,,,
1765207734618,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207734827,gnb:131-133-31000000,N/A,F1,4.359377,,,,,
1765207734828,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207735036,gnb:131-133-31000000,N/A,F1,4.357727,,,,,
1765207735038,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207735321,gnb:131-133-31000000,N/A,F1,4.358475,,,,,
1765207735524,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207735730,gnb:131-133-31000000,N/A,F1,4.35766,,,,,
1765207735730,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207736056,gnb:131-133-31000000,N/A,F1,4.35788,,,,,
1765207736259,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207736465,gnb:131-133-31000000,N/A,F1,4.358629,,,,,
1765207736467,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207736674,gnb:131-133-31000000,N/A,F1,4.359338,,,,,
1765207736675,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207736980,gnb:131-133-31000000,N/A,F1,4.357627,,,,,
1765207737187,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207737393,gnb:131-133-31000000,N/A,F1,4.358375,,,,,
1765207737394,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207737601,gnb:131-133-31000000,N/A,F1,4.35756,,,,,
1765207737602,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207737813,gnb:131-133-31000000,N/A,F1,4.35778,,,,,
1765207738019,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207738225,gnb:131-133-31000000,N/A,F1,4.358529,,,,,
1765207738226,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207738433,gnb:131-133-31000000,N/A,F1,4.359277,,,,,
1765207738434,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207738641,gnb:131-133-31000000,N/A,F1,4.357627,,,,,
1765207738642,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207739009,gnb:131-133-31000000,N/A,F1,4.358375,,,,,
1765207739215,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207739419,gnb:131-133-31000000,N/A,F1,4.35756,,,,,
1765207739419,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207739786,gnb:131-133-31000000,N/A,F1,4.357741,,,,,
1765207739995,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207740202,gnb:131-133-31000000,N/A,F1,4.358429,,,,,
1765207740203,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207740436,gnb:131-133-31000000,N/A,F1,4.359177,,,,,
1765207740643,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207740852,gnb:131-133-31000000,N/A,F1,4.357527,,,,,
1765207740853,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207741098,gnb:131-133-31000000,N/A,F1,4.358275,,,,,
1765207741306,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207741513,gnb:131-133-31000000,N/A,F1,4.35746,,,,,
1765207741514,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207741721,gnb:131-133-31000000,N/A,F1,4.35768,,,,,
1765207741722,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207741929,gnb:131-133-31000000,N/A,F1,4.358429,,,,,
1765207741930,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207742138,gnb:131-133-31000000,N/A,F1,4.359177,,,,,
1765207742141,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207742388,gnb:131-133-31000000,N/A,F1,4.357527,,,,,
1765207742588,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207742795,gnb:131-133-31000000,N/A,F1,4.358236,,,,,
1765207742799,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207743008,gnb:131-133-31000000,N/A,F1,4.35736,,,,,
1765207743214,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207743418,gnb:131-133-31000000,N/A,F1,4.35758,,,,,
1765207743421,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207743626,gnb:131-133-31000000,N/A,F1,4.358329,,,,,
1765207743633,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207743931,gnb:131-133-31000000,N/A,F1,4.359077,,,,,
1765207744138,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207744346,gnb:131-133-31000000,N/A,F1,4.357427,,,,,
1765207744346,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207744721,gnb:131-133-31000000,N/A,F1,4.358175,,,,,
1765207744921,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207745129,gnb:131-133-31000000,N/A,F1,25.190785,,,,,
1765207745134,gnb:131-133-31000000,1111,F1,,,467,44,2,
1765207745285,gnb:131-133-31000000,N/A,F1,45.747157,,,,,
1765207745489,gnb:131-133-31000000,1111,F1,,,478,44,2,
1765207745698,gnb:131-133-31000000,N/A,F1,4.358329,,,,,
1765207745701,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207745907,gnb:131-133-31000000,N/A,F1,4.359038,,,,,
1765207745909,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207746289,gnb:131-133-31000000,N/A,F1,4.357327,,,,,
1765207746490,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207746699,gnb:131-133-31000000,N/A,F1,4.358075,,,,,
1765207746702,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207746909,gnb:131-133-31000000,N/A,F1,4.35726,,,,,
1765207746912,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207747306,gnb:131-133-31000000,N/A,F1,4.35748,,,,,
1765207747516,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207747723,gnb:131-133-31000000,N/A,F1,4.358229,,,,,
1765207747724,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207747929,gnb:131-133-31000000,N/A,F1,4.358977,,,,,
1765207747932,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207748221,gnb:131-133-31000000,N/A,F1,4.357327,,,,,
1765207748425,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207748633,gnb:131-133-31000000,N/A,F1,4.358075,,,,,
1765207748637,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207748777,gnb:131-133-31000000,N/A,F1,4.35726,,,,,
1765207748778,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207749021,gnb:131-133-31000000,N/A,F1,4.357441,,,,,
1765207749207,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207749305,gnb:131-133-31000000,N/A,F1,4.370125,,,,,
1765207749517,gnb:131-133-31000000,1111,F1,,,400,36,2,
1765207749724,gnb:131-133-31000000,N/A,F1,4.400349,,,,,
1765207749727,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207749931,gnb:131-133-31000000,N/A,F1,4.398699,,,,,
1765207749937,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207750225,gnb:131-133-31000000,N/A,F1,4.399447,,,,,
1765207750436,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207750646,gnb:131-133-31000000,N/A,F1,4.398368,,,,,
1765207750647,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207750851,gnb:131-133-31000000,N/A,F1,4.398852,,,,,
1765207750852,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207751126,gnb:131-133-31000000,N/A,F1,4.399601,,,,,
1765207751251,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207751456,gnb:131-133-31000000,N/A,F1,4.400349,,,,,
1765207751657,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207751925,gnb:131-133-31000000,N/A,F1,4.398699,,,,,
1765207752130,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207752338,gnb:131-133-31000000,N/A,F1,4.399408,,,,,
1765207752338,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207752547,gnb:131-133-31000000,N/A,F1,4.398268,,,,,
1765207752548,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207752753,gnb:131-133-31000000,N/A,F1,4.398752,,,,,
1765207752754,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207752971,gnb:131-133-31000000,N/A,F1,4.399501,,,,,
1765207753178,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207753260,gnb:131-133-31000000,N/A,F1,4.400249,,,,,
1765207753260,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207753591,gnb:131-133-31000000,N/A,F1,4.358498,,,,,
1765207753794,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207754002,gnb:131-133-31000000,N/A,F1,4.357875,,,,,
1765207754008,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207754210,gnb:131-133-31000000,N/A,F1,4.35706,,,,,
1765207754212,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207754517,gnb:131-133-31000000,N/A,F1,4.35728,,,,,
1765207754722,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207754930,gnb:131-133-31000000,N/A,F1,4.358029,,,,,
1765207754930,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207755239,gnb:131-133-31000000,N/A,F1,4.358738,,,,,
1765207755444,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207755762,gnb:131-133-31000000,N/A,F1,4.357027,,,,,
1765207755970,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207756214,gnb:131-133-31000000,N/A,F1,4.357775,,,,,
1765207756418,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207756626,gnb:131-133-31000000,N/A,F1,4.35696,,,,,
1765207756627,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207756976,gnb:131-133-31000000,N/A,F1,4.35718,,,,,
1765207757178,gnb:131-133-31000000,1111,F1,,,400,35,2,
1765207757354,gnb:131-133-31000000,N/A,F1,4.368211,,,,,
1765207757567,gnb:131-133-31000000,1111,F1,,,400,36,2,
1765207757772,gnb:131-133-31000000,N/A,F1,4.400149,,,,,
1765207757772,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207757980,gnb:131-133-31000000,N/A,F1,4.398499,,,,,
1765207758189,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207758394,gnb:131-133-31000000,N/A,F1,4.399247,,,,,
1765207758398,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207758817,gnb:131-133-31000000,N/A,F1,4.398168,,,,,
1765207759027,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207759227,gnb:131-133-31000000,N/A,F1,4.398613,,,,,
1765207759229,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207759465,gnb:131-133-31000000,N/A,F1,4.399301,,,,,
1765207759633,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207759842,gnb:131-133-31000000,N/A,F1,4.400049,,,,,
1765207759843,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207760055,gnb:131-133-31000000,N/A,F1,4.398399,,,,,
1765207760056,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207760552,gnb:131-133-31000000,N/A,F1,4.399147,,,,,
1765207760755,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207760963,gnb:131-133-31000000,N/A,F1,4.398068,,,,,
1765207760964,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207761313,gnb:131-133-31000000,N/A,F1,4.398552,,,,,
1765207761516,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207761965,gnb:131-133-31000000,N/A,F1,4.399301,,,,,
1765207762174,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207762534,gnb:131-133-31000000,N/A,F1,4.400049,,,,,
1765207762738,gnb:131-133-31000000,1111,F1,,,400,38,2,
1765207762987,gnb:131-133-31000000,N/A,F1,4.450153,,,,,
1765207763193,gnb:131-133-31000000,1111,F1,,,400,44,2,
