DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
UL	0.140732	14	0	2	9	4	5	2	0	33	0	0	14.4653 	0	0
DL	0.140839	14	0	3	1	4	5	2	0	366	15	0	6.11636	1	1
DL	0.140911	14	0	3	5	4	5	6	0	132	6	0	8.4071	0	0
DL	0.140982	14	0	3	1	12	6	5	0	107	0	0	-9.25982	1	1
DL	0.140982	14	0	3	1	12	8	4	0	1105	15	0	14.2232	0	0.00818319
UL	0.140982	14	0	3	9	4	5	2	0	33	0	0	14.5557 	0	0
DL	0.141071	14	1	0	1	3	8	4	0	274	15	0	14.1797	0	0.025
DL	0.141089	14	1	0	1	4	5	2	0	366	15	0	6.22008	1	1
DL	0.141143	14	1	0	5	3	5	6	0	98	6	0	8.5542	0	0
UL	0.141196	14	1	0	8	3	5	2	0	24	0	0	14.4897 	0	0
DL	0.141232	14	1	0	1	12	6	5	0	107	0	0	-8.74845	1	1
UL	0.141232	14	1	0	11	2	5	6	0	64	6	0	7.41458 	0	0
DL	0.141339	14	1	1	1	4	5	6	0	132	6	0	2.56065	1	1
DL	0.141411	14	1	1	5	4	5	2	0	366	15	0	15.358	0	0.0457
DL	0.141482	14	1	1	1	12	6	5	0	107	0	0	-8.8493	1	1
UL	0.141482	14	1	1	9	4	5	6	0	33	0	0	7.32585 	0	0
DL	0.141589	14	1	2	1	4	5	2	0	366	15	1	15.4075	0	0
DL	0.141661	14	1	2	5	4	5	2	0	366	15	2	15.4195	0	0.0457
DL	0.141696	14	1	2	9	2	5	6	0	64	6	0	8.31843	0	0
DL	0.141732	14	1	2	11	2	5	4	0	15	0	0	0.560552	0	0.271552
DL	0.141839	14	1	3	1	4	5	2	0	366	15	1	6.27347	1	0.973282
DL	0.141875	14	1	3	1	6	8	4	0	551	15	0	14.2279	0	0.0041
DL	0.141911	14	1	3	5	4	5	2	0	366	15	2	6.29943	0	0
DL	0.141946	14	1	3	9	2	5	6	0	64	6	0	8.27606	0	0
DL	0.141982	14	1	3	1	12	6	5	0	107	0	1	-9.92421	1	1
DL	0.141982	14	1	3	7	6	8	3	0	52	0	0	-4.62683	1	1
DL	0.141982	14	1	3	11	2	5	4	0	15	0	0	0.523483	0	0.271552
DL	0.142089	14	2	0	1	4	8	4	0	366	15	0	14.2141	0	0.0457
DL	0.142089	14	2	0	1	4	5	6	0	132	6	1	2.2562	0	0
DL	0.142161	14	2	0	5	4	8	2	0	33	0	0	-0.519833	0	0.0065
DL	0.142161	14	2	0	5	4	5	6	0	132	6	2	2.20415	1	1
DL	0.142196	14	2	0	9	2	5	2	0	181	15	0	15.3738	0	0.0039
DL	0.142232	14	2	0	1	12	6	5	0	107	0	1	-9.94807	1	1
DL	0.142232	14	2	0	9	4	8	3	0	33	0	0	-12.1796	1	1
DL	0.142232	14	2	0	11	2	5	4	0	15	0	0	0.502603	1	0.271552
DL	0.142339	14	2	1	1	4	8	4	0	366	15	0	14.1389	0	0.0457
DL	0.142375	14	2	1	1	6	5	6	0	200	6	0	2.16353	1	1
DL	0.142411	14	2	1	5	4	8	2	0	33	0	0	0.00463581	1	0.522303
DL	0.142482	14	2	1	1	12	6	5	0	107	0	1	-10.0043	1	1
DL	0.142482	14	2	1	7	6	5	2	0	551	15	0	15.3781	0	0.0041
DL	0.142482	14	2	1	9	4	8	3	0	33	0	0	-0.293503	1	0.522303
DL	0.142589	14	2	2	1	4	5	2	0	366	15	3	6.23675	1	1
DL	0.142625	14	2	2	1	6	8	4	0	551	15	0	14.0598	0	0.0041
DL	0.142625	14	2	2	5	2	5	6	0	64	6	0	8.31865	0	0
DL	0.142661	14	2	2	7	2	5	3	0	15	0	0	-13.6833	1	1
DL	0.142696	14	2	2	9	2	5	5	0	15	0	0	-1.90163	1	1
DL	0.142732	14	2	2	1	12	6	4	0	107	0	0	-4.86271	1	1
DL	0.142732	14	2	2	7	6	8	2	0	52	0	0	-0.221449	1	0.791149
UL	0.142732	14	2	2	11	2	5	4	0	15	0	0	-0.638706 	1	0.927158
DL	0.142821	14	2	3	1	3	5	6	0	24	0	0	2.04704	0	0
DL	0.142875	14	2	3	1	6	8	3	0	52	0	1	-19.722	1	1
DL	0.142875	14	2	3	4	3	5	2	0	274	15	0	15.437	1	0.025
DL	0.142911	14	2	3	7	2	5	3	0	15	0	0	-13.728	1	1
DL	0.142946	14	2	3	9	2	5	5	0	15	0	0	-1.99724	1	1
DL	0.142982	14	2	3	1	12	6	5	0	107	0	2	-9.85403	1	1
DL	0.142982	14	2	3	7	6	8	3	0	52	0	2	-18.2488	1	1
UL	0.142982	14	2	3	11	2	5	4	0	15	0	0	-0.735788 	1	0.927158
DL	0.143054	14	3	0	1	2	5	4	0	15	0	1	-14.0319	0	0.271552
DL	0.143089	14	3	0	1	4	8	3	0	33	0	1	-19.8676	1	1
DL	0.143089	14	3	0	3	2	5	4	0	15	0	2	-13.9579	1	1
DL	0.143143	14	3	0	5	3	5	6	0	24	0	1	8.33178	0	0
DL	0.143161	14	3	0	5	4	8	3	0	33	0	2	-19.9158	1	1
DL	0.143196	14	3	0	8	3	5	6	0	24	0	2	8.30585	0	0
DL	0.143196	14	3	0	9	2	8	4	0	181	15	0	14.3751	0	0.0039
DL	0.143214	14	3	0	11	1	5	3	0	6	0	0	-13.2921	1	1
DL	0.143232	14	3	0	1	12	3	3	0	107	0	0	-41.0424	1	1
DL	0.143232	14	3	0	1	12	7	2	0	107	0	0	-18.2762	1	1
DL	0.143232	14	3	0	1	12	6	5	0	107	0	2	-14.5984	1	1
UL	0.143232	14	3	0	11	2	8	2	0	15	0	0	-0.231784 	1	0.271552
UL	0.143232	14	3	0	12	1	5	4	0	6	0	0	-1.43994 	1	0.957407
DL	0.143339	14	3	1	1	4	8	3	0	33	0	1	-19.9395	1	0.522303
DL	0.143375	14	3	1	1	6	5	6	0	200	6	1	-2.72219	0	0.0035
DL	0.143411	14	3	1	5	4	8	3	0	33	0	2	-19.9042	1	0.522303
DL	0.143482	14	3	1	1	12	3	3	0	107	0	0	-56.3346	1	1
DL	0.143482	14	3	1	1	12	7	2	0	107	0	0	-18.9442	1	1
DL	0.143482	14	3	1	1	12	6	5	0	107	0	2	-14.8085	1	1
DL	0.143482	14	3	1	7	6	5	6	0	200	6	2	-2.775	1	1
DL	0.143482	14	3	1	9	4	8	2	0	33	0	1	0.501293	0	0
DL	0.143571	14	3	2	1	3	5	2	0	274	15	1	3.8115	0	0
DL	0.143625	14	3	2	1	6	8	2	0	52	0	1	-3.13677	0	0
DL	0.143625	14	3	2	4	3	5	2	0	274	15	2	3.72245	1	1
DL	0.143661	14	3	2	7	2	5	3	0	15	0	1	-13.857	1	1
DL	0.143696	14	3	2	9	2	5	3	0	15	0	2	-13.8638	1	1
DL	0.143732	14	3	2	1	12	3	3	0	107	0	0	-56.1533	1	1
DL	0.143732	14	3	2	1	12	7	2	0	107	0	0	-18.8306	1	1
DL	0.143732	14	3	2	1	12	6	4	0	107	0	1	-9.21735	1	1
DL	0.143732	14	3	2	7	6	8	2	0	52	0	2	-3.12506	1	1
DL	0.143732	14	3	2	11	2	5	5	0	15	0	1	-2.19666	0	0.002
DL	0.143804	14	3	3	1	2	5	5	0	15	0	1	-22.6244	1	1
DL	0.143839	14	3	3	3	2	5	5	0	15	0	2	-22.6264	1	1
DL	0.143875	14	3	3	1	6	8	3	0	52	0	3	-19.7972	1	1
DL	0.143875	14	3	3	5	2	5	3	0	15	0	1	-13.4049	1	1
DL	0.143911	14	3	3	7	2	5	3	0	15	0	2	-13.8102	1	1
DL	0.143946	14	3	3	7	4	8	3	0	33	0	3	-19.7478	1	1
DL	0.143946	14	3	3	9	2	5	2	0	181	15	0	15.3304	0	0.0811
DL	0.143964	14	3	3	11	1	5	6	0	30	6	0	7.82255	0	0.0006
DL	0.143982	14	3	3	1	12	6	5	0	107	0	3	-9.8707	1	1
UL	0.143982	14	3	3	11	2	8	2	0	15	0	1	-0.249657 	0	0
UL	0.143982	14	3	3	12	1	5	4	0	6	0	1	-1.44152 	0	0
DL	0.144036	14	4	0	1	1	5	3	0	6	0	1	-33.94	1	1
DL	0.144054	14	4	0	2	1	5	3	0	6	0	2	-33.9369	1	1
DL	0.144089	14	4	0	1	4	8	3	0	33	0	3	-20.0841	1	0.522303
DL	0.144232	14	4	0	1	12	3	3	0	107	0	1	-56.1489	1	1
DL	0.144232	14	4	0	1	12	7	2	0	107	0	1	-18.9767	1	1
DL	0.144232	14	4	0	1	12	6	5	0	107	0	3	-14.7726	1	1
DL	0.144232	14	4	0	3	10	5	2	0	921	15	0	15.3181	0	0.006
DL	0.144232	14	4	0	5	8	8	4	0	736	15	0	14.3163	0	0.0016
DL	0.144482	14	4	1	1	12	3	3	0	107	0	1	-56.341	1	1
DL	0.144482	14	4	1	1	12	7	2	0	107	0	1	-18.8657	1	1
DL	0.144482	14	4	1	1	12	6	5	0	107	0	3	-14.7839	1	1
DL	0.144482	14	4	1	1	12	5	2	0	107	0	0	3.38225	0	0
DL	0.144482	14	4	1	1	12	8	4	0	1105	15	0	8.13207	1	1
DL	0.144554	14	4	2	1	2	5	5	0	15	0	3	-25.2061	1	1
DL	0.144554	14	4	2	1	2	8	4	0	181	15	0	8.13653	1	1
DL	0.144589	14	4	2	3	2	5	3	0	15	0	3	-13.3394	1	1
DL	0.144625	14	4	2	5	2	5	3	0	15	0	3	-13.3381	1	1
DL	0.144679	14	4	2	7	3	5	2	0	274	15	0	15.2843	0	0.259536
DL	0.144732	14	4	2	1	12	3	3	0	107	0	1	-56.5305	1	1
DL	0.144732	14	4	2	1	12	7	2	0	107	0	1	-16.8432	1	1
DL	0.144732	14	4	2	1	12	6	4	0	107	0	2	-5.02399	1	1
DL	0.144732	14	4	2	10	3	5	6	0	98	6	0	7.59154	0	0
DL	0.144786	14	4	3	1	1	5	3	0	6	0	3	-14.2372	1	1
DL	0.144857	14	4	3	2	4	5	2	0	366	15	0	15.2779	0	0.0457
DL	0.144911	14	4	3	6	3	5	6	0	98	6	0	7.5902	0	0
DL	0.144982	14	4	3	1	12	7	3	0	107	0	0	-17.3175	1	1
DL	0.144982	14	4	3	1	12	6	6	0	107	0	0	-21.2235	1	1
UL	0.144982	14	4	3	9	4	5	5	0	33	0	0	-6.8416 	1	1
DL	0.145125	14	5	0	1	6	5	6	0	200	6	0	-3.25017	1	1
DL	0.145232	14	5	0	1	12	3	3	0	107	0	2	-56.9371	1	1
DL	0.145232	14	5	0	1	12	7	2	0	107	0	2	-16.6456	1	1
DL	0.145232	14	5	0	1	12	6	6	0	107	0	0	-24.7388	1	1
DL	0.145232	14	5	0	7	6	5	2	0	52	0	0	15.2006	0	0
DL	0.145375	14	5	1	1	6	5	6	0	200	6	0	-3.18951	1	1
DL	0.145482	14	5	1	1	12	8	4	0	1105	15	1	8.30077	0	0
DL	0.145482	14	5	1	1	12	3	3	0	107	0	2	-57.3298	1	1
DL	0.145482	14	5	1	1	12	7	2	0	107	0	2	-18.829	1	1
DL	0.145482	14	5	1	1	12	6	6	0	107	0	0	-28.0271	1	1
DL	0.145482	14	5	1	7	6	5	2	0	551	15	0	15.1086	0	0.0041
