timestamp,ueImsiComplete,plmId,nrCellId,dlAvailablePrbs,ulAvailablePrbs,qci,dlPrbUsage,ulPrbUsage,TB.TotNbrDl.1,TB.TotNbrDlInitial,TB.TotNbrDlInitial.Qpsk,TB.TotNbrDlInitial.16Qam,TB.TotNbrDlInitial.64Qam,RRU.PrbUsedDl,TB.ErrTotalNbrDl.1,QosFlow.PdcpPduVolumeDL_Filter,CARR.PDSCHMCSDist.Bin1,CARR.PDSCHMCSDist.Bin2,CARR.PDSCHMCSDist.Bin3,CARR.PDSCHMCSDist.Bin4,CARR.PDSCHMCSDist.Bin5,CARR.PDSCHMCSDist.Bin6,L1M.RS-SINR.Bin34,L1M.RS-SINR.Bin46,L1M.RS-SINR.Bin58,L1M.RS-SINR.Bin70,L1M.RS-SINR.Bin82,L1M.RS-SINR.Bin94,L1M.RS-SINR.Bin127,DRB.BufferSize.Qos,DRB.MeanActiveUeDl,TB.TotNbrDl.1.UEID,TB.TotNbrDlInitial.UEID,TB.TotNbrDlInitial.Qpsk.UEID,TB.TotNbrDlInitial.16Qam.UEID,TB.TotNbrDlInitial.64Qam.UEID,TB.ErrTotalNbrDl.1.UEID,QosFlow.PdcpPduVolumeDL_Filter.UEID,RRU.PrbUsedDl.UEID,CARR.PDSCHMCSDist.Bin1.UEID,CARR.PDSCHMCSDist.Bin2.UEID,CARR.PDSCHMCSDist.Bin3.UEID,CARR.PDSCHMCSDist.Bin4.UEID,CARR.PDSCHMCSDist.Bin5.UEID,CARR.PDSCHMCSDist.Bin6.UEID,L1M.RS-SINR.Bin34.UEID,L1M.RS-SINR.Bin46.UEID,L1M.RS-SINR.Bin58.UEID,L1M.RS-SINR.Bin70.UEID,L1M.RS-SINR.Bin82.UEID,L1M.RS-SINR.Bin94.UEID,L1M.RS-SINR.Bin127.UEID,DRB.BufferSize.Qos.UEID,DRB.UEThpDl.UEID,DRB.UEThpDlPdcpBased.UEID
1760608034584,00003,111,6,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1760608034584,00010,111,6,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1760608034584,00014,111,6,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1760608034684,00004,111,6,139,139,1,7,0,92,27,92,0,0,10,65,8139,92,0,0,0,0,0,81,10,1,0,0,0,0,364522,3,24,6,24,0,0,18,1688,2.373955,24,0,0,0,0,0,13,10,1,0,0,0,0,121343,14997.707145,3870.000000
1760608034684,00008,111,6,139,139,1,7,0,92,27,92,0,0,10,65,8139,92,0,0,0,0,0,81,10,1,0,0,0,0,364522,3,35,12,35,0,0,23,3415,4.747910,35,0,0,0,0,0,35,0,0,0,0,0,0,124713,25125.341708,4500.000000
1760608034684,00006,111,6,139,139,1,7,0,92,27,92,0,0,10,65,8139,92,0,0,0,0,0,81,10,1,0,0,0,0,364522,3,33,9,33,0,0,24,3036,4.228607,33,0,0,0,0,0,33,0,0,0,0,0,0,118466,22536.388465,4710.000000
1760608034784,00008,111,6,139,139,1,28,0,394,310,164,230,0,39,84,262239,115,49,99,131,0,0,32,0,43,108,211,0,0,273991,2,32,7,32,0,0,25,2049,5.808214,32,0,0,0,0,0,32,0,0,0,0,0,0,263253,25125.341708,5240.000000
1760608034784,00003,111,6,139,139,1,28,0,394,310,164,230,0,39,84,262239,115,49,99,131,0,0,32,0,43,108,211,0,0,273991,2,362,303,132,230,0,59,260190,34.242430,83,49,99,131,0,0,0,0,43,108,211,0,0,10738,7848.660875,12890.000000
1760608034884,00002,111,6,139,139,1,2,0,70,22,70,0,0,3,48,5400,70,0,0,0,0,0,70,0,0,0,0,0,0,787168,2,42,12,42,0,0,30,3284,2.304073,42,0,0,0,0,0,42,0,0,0,0,0,0,406583,22707.331683,5240.000000
1760608034884,00005,111,6,139,139,1,2,0,70,22,70,0,0,3,48,5400,70,0,0,0,0,0,70,0,0,0,0,0,0,787168,2,28,10,28,0,0,18,2116,1.486499,28,0,0,0,0,0,28,0,0,0,0,0,0,380585,25125.341708,5240.000000
1760608034984,00001,111,6,139,139,1,1,0,70,22,70,0,0,2,48,5400,70,0,0,0,0,0,70,0,0,0,0,0,0,891968,2,42,12,42,0,0,30,3284,1.843948,42,0,0,0,0,0,42,0,0,0,0,0,0,519243,18134.583135,5240.000000
1760608034984,00006,111,6,139,139,1,1,0,70,22,70,0,0,2,48,5400,70,0,0,0,0,0,70,0,0,0,0,0,0,891968,2,28,10,28,0,0,18,2116,1.189644,28,0,0,0,0,0,28,0,0,0,0,0,0,372725,10266.646934,5240.000000
1760608035084,00004,111,6,139,139,1,1,0,46,12,46,0,0,2,34,4922,46,0,0,0,0,0,46,0,0,0,0,0,0,649858,1,46,12,46,0,0,34,4922,2.280721,46,0,0,0,0,0,46,0,0,0,0,0,0,649858,21711.651531,5340.000000
