timestamp,ueImsiComplete,plmId,nrCellId,dlAvailablePrbs,ulAvailablePrbs,qci,dlPrbUsage,ulPrbUsage,TB.TotNbrDl.1,TB.TotNbrDlInitial,TB.TotNbrDlInitial.Qpsk,TB.TotNbrDlInitial.16Qam,TB.TotNbrDlInitial.64Qam,RRU.PrbUsedDl,TB.ErrTotalNbrDl.1,QosFlow.PdcpPduVolumeDL_Filter,CARR.PDSCHMCSDist.Bin1,CARR.PDSCHMCSDist.Bin2,CARR.PDSCHMCSDist.Bin3,CARR.PDSCHMCSDist.Bin4,CARR.PDSCHMCSDist.Bin5,CARR.PDSCHMCSDist.Bin6,L1M.RS-SINR.Bin34,L1M.RS-SINR.Bin46,L1M.RS-SINR.Bin58,L1M.RS-SINR.Bin70,L1M.RS-SINR.Bin82,L1M.RS-SINR.Bin94,L1M.RS-SINR.Bin127,DRB.BufferSize.Qos,DRB.MeanActiveUeDl,TB.TotNbrDl.1.UEID,TB.TotNbrDlInitial.UEID,TB.TotNbrDlInitial.Qpsk.UEID,TB.TotNbrDlInitial.16Qam.UEID,TB.TotNbrDlInitial.64Qam.UEID,TB.ErrTotalNbrDl.1.UEID,QosFlow.PdcpPduVolumeDL_Filter.UEID,RRU.PrbUsedDl.UEID,CARR.PDSCHMCSDist.Bin1.UEID,CARR.PDSCHMCSDist.Bin2.UEID,CARR.PDSCHMCSDist.Bin3.UEID,CARR.PDSCHMCSDist.Bin4.UEID,CARR.PDSCHMCSDist.Bin5.UEID,CARR.PDSCHMCSDist.Bin6.UEID,L1M.RS-SINR.Bin34.UEID,L1M.RS-SINR.Bin46.UEID,L1M.RS-SINR.Bin58.UEID,L1M.RS-SINR.Bin70.UEID,L1M.RS-SINR.Bin82.UEID,L1M.RS-SINR.Bin94.UEID,L1M.RS-SINR.Bin127.UEID,DRB.BufferSize.Qos.UEID,DRB.UEThpDl.UEID,DRB.UEThpDlPdcpBased.UEID
1760608076359,00011,111,7,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1760608076459,00009,111,7,139,139,1,3,0,36,9,36,0,0,5,27,3852,36,0,0,0,0,0,36,0,0,0,0,0,0,113061,1,36,9,36,0,0,27,3852,5.341398,36,0,0,0,0,0,36,0,0,0,0,0,0,113061,23853.341284,4190.000000
1760608076659,00008,111,7,139,139,1,1,0,125,46,125,0,0,2,79,6060,125,0,0,0,0,0,85,31,9,0,0,0,0,1280698,4,31,9,31,0,0,22,1601,1.152036,31,0,0,0,0,0,31,0,0,0,0,0,0,215767,6637.851806,5240.000000
1760608076659,00009,111,7,139,139,1,1,0,125,46,125,0,0,2,79,6060,125,0,0,0,0,0,85,31,9,0,0,0,0,1280698,4,40,16,40,0,0,24,1539,0.984805,40,0,0,0,0,0,19,14,7,0,0,0,0,375446,20327.544302,5970.000000
1760608076659,00007,111,7,139,139,1,1,0,125,46,125,0,0,2,79,6060,125,0,0,0,0,0,85,31,9,0,0,0,0,1280698,4,28,10,28,0,0,18,1049,0.774218,28,0,0,0,0,0,26,2,0,0,0,0,0,306259,5956.146200,5240.000000
1760608076659,00010,111,7,139,139,1,1,0,125,46,125,0,0,2,79,6060,125,0,0,0,0,0,85,31,9,0,0,0,0,1280698,4,26,11,26,0,0,15,1871,1.319267,26,0,0,0,0,0,9,15,2,0,0,0,0,383226,20211.437467,5240.000000
1760608076759,00008,111,7,139,139,1,12,0,126,40,126,0,0,17,86,10694,126,0,0,0,0,0,97,29,0,0,0,0,0,1860040,4,36,9,36,0,0,27,3300,9.233571,36,0,0,0,0,0,36,0,0,0,0,0,0,338136,7414.727575,5240.000000
1760608076759,00010,111,7,139,139,1,12,0,126,40,126,0,0,17,86,10694,126,0,0,0,0,0,97,29,0,0,0,0,0,1860040,4,22,9,22,0,0,13,1842,5.162857,22,0,0,0,0,0,0,22,0,0,0,0,0,509590,18832.740560,5340.000000
1760608076759,00001,111,7,139,139,1,12,0,126,40,126,0,0,17,86,10694,126,0,0,0,0,0,97,29,0,0,0,0,0,1860040,4,45,12,45,0,0,33,3696,2.071963,45,0,0,0,0,0,45,0,0,0,0,0,0,521799,25125.341708,5240.000000
1760608076759,00011,111,7,139,139,1,12,0,126,40,126,0,0,17,86,10694,126,0,0,0,0,0,97,29,0,0,0,0,0,1860040,4,23,10,23,0,0,13,1856,1.040939,23,0,0,0,0,0,16,7,0,0,0,0,0,490515,18754.935658,5240.000000
1760608076859,00008,111,7,139,139,1,11,0,100,32,100,0,0,16,68,9600,100,0,0,0,0,0,80,20,0,0,0,0,0,1667616,3,25,8,25,0,0,17,2125,5.957143,25,0,0,0,0,0,25,0,0,0,0,0,0,467240,8128.945070,5340.000000
1760608076859,00010,111,7,139,139,1,11,0,100,32,100,0,0,16,68,9600,100,0,0,0,0,0,80,20,0,0,0,0,0,1667616,3,34,12,34,0,0,22,3638,10.127143,34,0,0,0,0,0,19,15,0,0,0,0,0,634138,17637.756147,5340.000000
1760608076859,00003,111,7,139,139,1,11,0,100,32,100,0,0,16,68,9600,100,0,0,0,0,0,80,20,0,0,0,0,0,1667616,3,41,12,41,0,0,29,3837,1.784912,41,0,0,0,0,0,36,5,0,0,0,0,0,566238,7872.602966,5240.000000
