DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.125482	12	5	1	7	6	5	4	0	269	8	0	10.101	0	0.0599
DL	0.125625	12	5	2	1	6	5	2	0	551	15	0	14.7953	0	0.0604
DL	0.125643	12	5	2	1	7	3	2	0	514	13	0	11.84	0	0
DL	0.125732	12	5	2	7	6	5	4	0	269	8	0	10.0565	0	0.0599
DL	0.125875	12	5	3	1	6	5	2	0	551	15	0	14.9564	0	0.0041
DL	0.125982	12	5	3	7	6	5	4	0	269	8	0	10.0069	0	0.0599
DL	0.126125	12	6	0	1	6	5	2	0	551	15	0	15.0287	0	0.0041
DL	0.126232	12	6	0	7	6	5	4	0	269	8	0	9.95361	0	0.0599
DL	0.126375	12	6	1	1	6	5	2	0	440	13	0	14.759	0	0
DL	0.126482	12	6	1	1	12	3	2	0	884	13	0	11.9094	0	0
DL	0.126482	12	6	1	7	6	5	4	0	269	8	0	9.94987	0	0.0599
DL	0.126625	12	6	2	1	6	5	2	0	551	15	0	14.8043	0	0.0041
DL	0.126643	12	6	2	1	7	3	2	0	514	13	0	11.9036	0	0
DL	0.126732	12	6	2	7	6	5	4	0	269	8	0	9.85234	0	0.0599
DL	0.126875	12	6	3	1	6	5	2	0	551	15	0	14.8747	0	0.0041
DL	0.126982	12	6	3	1	12	3	2	0	884	13	0	11.8322	0	0
DL	0.126982	12	6	3	7	6	5	4	0	269	8	0	9.94414	0	0.0599
DL	0.127125	12	7	0	1	6	5	2	0	551	15	0	15.0563	0	0.0041
DL	0.127143	12	7	0	1	7	3	2	0	514	13	0	11.7827	0	0
DL	0.127232	12	7	0	7	6	5	4	0	269	8	0	9.91822	0	0.0599
DL	0.127375	12	7	1	1	6	5	2	0	551	15	0	15.1534	0	0.0041
DL	0.127482	12	7	1	1	12	3	2	0	884	13	0	11.665	0	0
DL	0.127482	12	7	1	7	6	5	4	0	269	8	0	9.87421	0	0.0599
DL	0.127625	12	7	2	1	6	5	2	0	551	15	0	15.1169	0	0.0041
DL	0.127643	12	7	2	1	7	3	2	0	514	13	0	11.6538	0	0
UL	0.127661	12	7	2	8	1	3	2	0	89	15	0	15.3729 	0	0.285795
DL	0.127732	12	7	2	7	6	5	4	0	269	8	0	9.99363	0	0.0599
DL	0.127804	12	7	3	1	2	5	2	0	181	15	0	15.2356	0	0.0039
DL	0.127964	12	7	3	1	11	3	2	0	810	13	0	11.6642	0	0
DL	0.127982	12	7	3	3	10	5	4	0	451	8	0	10.0049	0	0.0018
UL	0.127982	12	7	3	12	1	3	2	0	89	15	0	15.271 	0	0.285795
DL	0.128161	12	8	0	1	8	3	2	0	588	13	0	11.6155	0	0
UL	0.128179	12	8	0	9	1	3	2	0	89	15	0	15.1875 	1	0.285795
DL	0.128232	12	8	0	1	12	5	4	0	542	8	0	9.76251	0	0.0128
DL	0.128482	12	8	1	1	12	3	2	0	884	13	0	11.5791	0	0.0001
DL	0.128482	12	8	1	1	12	5	4	0	542	8	0	9.58079	0	0.0128
DL	0.128643	12	8	2	1	7	3	2	0	514	13	0	11.6767	0	0
DL	0.128732	12	8	2	1	12	5	4	0	542	8	0	9.74229	0	0.0128
DL	0.128875	12	8	3	1	6	5	4	0	269	8	0	9.7891	0	0.0599
DL	0.128964	12	8	3	1	11	3	2	0	810	13	0	11.8001	0	0
DL	0.128982	12	8	3	7	6	5	2	0	551	15	0	15.5258	0	0
UL	0.128982	12	8	3	12	1	3	2	0	89	15	1	15.4213 	0	0
DL	0.129125	12	9	0	1	6	5	4	0	269	8	0	9.73776	0	0.0599
DL	0.129161	12	9	0	1	8	3	2	0	588	13	0	11.8196	0	0
DL	0.129232	12	9	0	7	6	5	2	0	551	15	0	15.5747	0	0
DL	0.129429	12	9	1	1	9	5	4	0	405	8	0	10.0072	0	0.0001
DL	0.129482	12	9	1	10	3	5	2	0	274	15	0	15.7251	0	0
DL	0.129732	12	9	2	1	12	5	4	0	542	8	0	10.0243	0	0.0128
DL	0.129982	12	9	3	1	12	3	2	0	884	13	0	11.7887	0	0.0001
DL	0.129982	12	9	3	1	12	5	4	0	542	8	0	9.85287	0	0.0128
DL	0.130143	13	0	0	1	7	3	2	0	514	13	0	11.8395	0	0
DL	0.130232	13	0	0	1	12	5	4	0	542	8	0	10.0153	0	0.0128
DL	0.130482	13	0	1	1	12	3	2	0	884	13	0	11.874	0	0.0001
DL	0.130482	13	0	1	1	12	5	4	0	542	8	0	9.84241	0	0.0128
DL	0.130643	13	0	2	1	7	3	2	0	514	13	0	11.8551	0	0
DL	0.130732	13	0	2	1	12	5	4	0	542	8	0	9.9548	0	0.0128
DL	0.130982	13	0	3	1	12	3	2	0	884	13	0	11.8447	0	0.0001
DL	0.130982	13	0	3	1	12	5	4	0	542	8	0	9.92238	0	0.0128
DL	0.131143	13	1	0	1	7	3	2	0	514	13	0	11.6762	0	0
DL	0.131232	13	1	0	1	12	5	4	0	542	8	0	10.0484	0	0
DL	0.131482	13	1	1	1	12	5	4	0	542	8	0	10.3307	0	0
DL	0.131732	13	1	2	1	12	5	4	0	542	8	0	10.2389	0	0
DL	0.131982	13	1	3	1	12	5	4	0	542	8	0	10.3428	0	0
DL	0.132232	13	2	0	1	12	5	4	0	542	8	0	10.4523	0	0
DL	0.132375	13	2	1	1	6	5	4	0	269	8	0	10.3694	0	0
DL	0.132482	13	2	1	7	6	5	2	0	551	15	0	15.7268	0	0
DL	0.132625	13	2	2	1	6	5	4	0	269	8	0	10.3458	0	0
DL	0.132732	13	2	2	7	6	5	2	0	551	15	0	15.8082	0	0
DL	0.132875	13	2	3	1	6	5	4	0	269	8	0	10.2209	0	0
DL	0.132982	13	2	3	7	6	5	2	0	551	15	0	15.7318	0	0
DL	0.133125	13	3	0	1	6	5	4	0	269	8	0	10.2747	0	0
DL	0.133232	13	3	0	7	6	5	2	0	551	15	0	15.734	0	0
DL	0.133375	13	3	1	1	6	5	4	0	269	8	0	10.2433	0	0
DL	0.133482	13	3	1	7	6	5	2	0	551	15	0	15.7631	0	0
DL	0.133625	13	3	2	1	6	5	4	0	269	8	0	10.2568	0	0
DL	0.133732	13	3	2	7	6	5	2	0	551	15	0	15.769	0	0
DL	0.133875	13	3	3	1	6	5	4	0	269	8	0	10.3676	0	0
DL	0.133982	13	3	3	7	6	5	2	0	551	15	0	15.7058	0	0
DL	0.134125	13	4	0	1	6	5	4	0	269	8	0	10.4136	0	0
DL	0.134232	13	4	0	7	6	5	2	0	551	15	0	15.8002	0	0
DL	0.134375	13	4	1	1	6	5	4	0	269	8	0	10.2642	0	0
DL	0.134482	13	4	1	1	12	3	2	0	884	13	0	11.3768	0	0.370968
DL	0.134482	13	4	1	7	6	5	2	0	551	15	0	15.7349	0	0
DL	0.134625	13	4	2	1	6	5	4	0	269	8	0	10.1719	0	0
DL	0.134643	13	4	2	1	7	3	2	0	514	13	0	11.4188	0	0.0346
DL	0.134732	13	4	2	7	6	5	2	0	551	15	0	15.6276	0	0
DL	0.134875	13	4	3	1	6	5	4	0	269	8	0	10.3893	0	0
DL	0.134982	13	4	3	1	12	3	2	0	884	13	0	11.3638	0	0.370968
DL	0.134982	13	4	3	7	6	5	2	0	551	15	0	15.7316	0	0
DL	0.135107	13	5	0	1	5	5	4	0	224	8	0	10.5298	0	0
