timestamp,ueImsiComplete,plmId,nrCellId,dlAvailablePrbs,ulAvailablePrbs,qci,dlPrbUsage,ulPrbUsage,TB.TotNbrDl.1,TB.TotNbrDlInitial,TB.TotNbrDlInitial.Qpsk,TB.TotNbrDlInitial.16Qam,TB.TotNbrDlInitial.64Qam,RRU.PrbUsedDl,TB.ErrTotalNbrDl.1,QosFlow.PdcpPduVolumeDL_Filter,CARR.PDSCHMCSDist.Bin1,CARR.PDSCHMCSDist.Bin2,CARR.PDSCHMCSDist.Bin3,CARR.PDSCHMCSDist.Bin4,CARR.PDSCHMCSDist.Bin5,CARR.PDSCHMCSDist.Bin6,L1M.RS-SINR.Bin34,L1M.RS-SINR.Bin46,L1M.RS-SINR.Bin58,L1M.RS-SINR.Bin70,L1M.RS-SINR.Bin82,L1M.RS-SINR.Bin94,L1M.RS-SINR.Bin127,DRB.BufferSize.Qos,DRB.MeanActiveUeDl,TB.TotNbrDl.1.UEID,TB.TotNbrDlInitial.UEID,TB.TotNbrDlInitial.Qpsk.UEID,TB.TotNbrDlInitial.16Qam.UEID,TB.TotNbrDlInitial.64Qam.UEID,TB.ErrTotalNbrDl.1.UEID,QosFlow.PdcpPduVolumeDL_Filter.UEID,RRU.PrbUsedDl.UEID,CARR.PDSCHMCSDist.Bin1.UEID,CARR.PDSCHMCSDist.Bin2.UEID,CARR.PDSCHMCSDist.Bin3.UEID,CARR.PDSCHMCSDist.Bin4.UEID,CARR.PDSCHMCSDist.Bin5.UEID,CARR.PDSCHMCSDist.Bin6.UEID,L1M.RS-SINR.Bin34.UEID,L1M.RS-SINR.Bin46.UEID,L1M.RS-SINR.Bin58.UEID,L1M.RS-SINR.Bin70.UEID,L1M.RS-SINR.Bin82.UEID,L1M.RS-SINR.Bin94.UEID,L1M.RS-SINR.Bin127.UEID,DRB.BufferSize.Qos.UEID,DRB.UEThpDl.UEID,DRB.UEThpDlPdcpBased.UEID
1760608076359,00001,111,3,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1760608076359,00002,111,3,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1760608076459,00002,111,3,139,139,1,43,0,439,360,222,217,0,60,79,149916,130,92,206,11,0,0,39,33,59,257,51,0,0,227425,3,247,232,30,217,0,15,124439,47.880536,18,12,206,11,0,0,0,0,11,185,51,0,0,8924,6327.349251,10160.000000
1760608076459,00008,111,3,139,139,1,43,0,439,360,222,217,0,60,79,149916,130,92,206,11,0,0,39,33,59,257,51,0,0,227425,3,154,116,154,0,0,38,23993,11.807952,74,80,0,0,0,0,1,33,48,72,0,0,0,108871,4350.375890,5760.000000
1760608076459,00011,111,3,139,139,1,43,0,439,360,222,217,0,60,79,149916,130,92,206,11,0,0,39,33,59,257,51,0,0,227425,3,38,12,38,0,0,26,1484,2.176125,38,0,0,0,0,0,38,0,0,0,0,0,0,109630,25125.341708,4500.000000
1760608076559,00013,111,3,139,139,1,21,0,323,294,259,64,0,30,29,126017,140,119,64,0,0,0,0,4,96,223,0,0,0,113885,1,323,294,259,64,0,29,126017,30.759589,140,119,64,0,0,0,0,4,96,223,0,0,0,113885,6292.057517,11940.000000
1760608076659,00012,111,3,139,139,1,17,0,604,520,290,297,17,25,84,236952,262,28,168,146,0,0,0,26,231,124,223,0,0,526556,2,363,320,49,297,17,43,214783,17.503520,21,28,168,146,0,0,0,0,16,124,223,0,0,170074,9282.138236,20120.000000
1760608076659,00006,111,3,139,139,1,17,0,604,520,290,297,17,25,84,236952,262,28,168,146,0,0,0,26,231,124,223,0,0,526556,2,241,200,241,0,0,41,22169,8.844666,241,0,0,0,0,0,0,26,215,0,0,0,0,356482,6377.251908,6180.000000
1760608076759,00012,111,3,139,139,1,56,0,1013,849,610,275,128,79,164,262911,289,321,194,155,54,0,0,25,261,464,263,0,0,1025262,3,415,358,20,267,128,57,185017,53.241964,8,12,186,155,54,0,0,0,8,144,263,0,0,162266,7654.965537,8900.000000
1760608076759,00006,111,3,139,139,1,56,0,1013,849,610,275,128,79,164,262911,289,321,194,155,54,0,0,25,261,464,263,0,0,1025262,3,210,178,210,0,0,32,12086,18.889107,210,0,0,0,0,0,0,25,185,0,0,0,0,486626,5159.681919,6280.000000
