timestamp,ueImsiComplete,plmId,nrCellId,dlAvailablePrbs,ulAvailablePrbs,qci,dlPrbUsage,ulPrbUsage,TB.TotNbrDl.1,TB.TotNbrDlInitial,TB.TotNbrDlInitial.Qpsk,TB.TotNbrDlInitial.16Qam,TB.TotNbrDlInitial.64Qam,RRU.PrbUsedDl,TB.ErrTotalNbrDl.1,QosFlow.PdcpPduVolumeDL_Filter,CARR.PDSCHMCSDist.Bin1,CARR.PDSCHMCSDist.Bin2,CARR.PDSCHMCSDist.Bin3,CARR.PDSCHMCSDist.Bin4,CARR.PDSCHMCSDist.Bin5,CARR.PDSCHMCSDist.Bin6,L1M.RS-SINR.Bin34,L1M.RS-SINR.Bin46,L1M.RS-SINR.Bin58,L1M.RS-SINR.Bin70,L1M.RS-SINR.Bin82,L1M.RS-SINR.Bin94,L1M.RS-SINR.Bin127,DRB.BufferSize.Qos,DRB.MeanActiveUeDl,TB.TotNbrDl.1.UEID,TB.TotNbrDlInitial.UEID,TB.TotNbrDlInitial.Qpsk.UEID,TB.TotNbrDlInitial.16Qam.UEID,TB.TotNbrDlInitial.64Qam.UEID,TB.ErrTotalNbrDl.1.UEID,QosFlow.PdcpPduVolumeDL_Filter.UEID,RRU.PrbUsedDl.UEID,CARR.PDSCHMCSDist.Bin1.UEID,CARR.PDSCHMCSDist.Bin2.UEID,CARR.PDSCHMCSDist.Bin3.UEID,CARR.PDSCHMCSDist.Bin4.UEID,CARR.PDSCHMCSDist.Bin5.UEID,CARR.PDSCHMCSDist.Bin6.UEID,L1M.RS-SINR.Bin34.UEID,L1M.RS-SINR.Bin46.UEID,L1M.RS-SINR.Bin58.UEID,L1M.RS-SINR.Bin70.UEID,L1M.RS-SINR.Bin82.UEID,L1M.RS-SINR.Bin94.UEID,L1M.RS-SINR.Bin127.UEID,DRB.BufferSize.Qos.UEID,DRB.UEThpDl.UEID,DRB.UEThpDlPdcpBased.UEID
1760608164469,00009,111,8,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1760608164569,00001,111,8,139,139,1,6,0,94,33,94,0,0,9,61,8114,94,0,0,0,0,0,83,11,0,0,0,0,0,460023,4,15,6,15,0,0,9,1550,2.151397,15,0,0,0,0,0,15,0,0,0,0,0,0,122589,25125.341708,4500.000000
1760608164569,00003,111,8,139,139,1,6,0,94,33,94,0,0,9,61,8114,94,0,0,0,0,0,83,11,0,0,0,0,0,460023,4,30,9,30,0,0,21,2036,2.868529,30,0,0,0,0,0,30,0,0,0,0,0,0,113437,25125.341708,4500.000000
1760608164569,00012,111,8,139,139,1,6,0,94,33,94,0,0,9,61,8114,94,0,0,0,0,0,83,11,0,0,0,0,0,460023,4,12,8,12,0,0,4,624,0.890233,12,0,0,0,0,0,2,10,0,0,0,0,0,109672,18369.677792,4290.000000
1760608164569,00010,111,8,139,139,1,6,0,94,33,94,0,0,9,61,8114,94,0,0,0,0,0,83,11,0,0,0,0,0,460023,4,37,10,37,0,0,27,3904,5.415584,37,0,0,0,0,0,36,1,0,0,0,0,0,114325,25125.341708,4500.000000
1760608164669,00003,111,8,139,139,1,33,0,479,410,479,0,0,46,69,131113,172,307,0,0,0,0,56,2,79,342,0,0,0,575604,3,44,11,44,0,0,33,2236,6.453571,44,0,0,0,0,0,44,0,0,0,0,0,0,226914,25125.341708,5240.000000
1760608164669,00012,111,8,139,139,1,33,0,479,410,479,0,0,46,69,131113,172,307,0,0,0,0,56,2,79,342,0,0,0,575604,3,76,59,76,0,0,17,3677,9.953393,76,0,0,0,0,0,12,2,62,0,0,0,0,242347,10624.143776,5440.000000
1760608164669,00013,111,8,139,139,1,33,0,479,410,479,0,0,46,69,131113,172,307,0,0,0,0,56,2,79,342,0,0,0,575604,3,359,340,359,0,0,19,125200,31.056703,52,307,0,0,0,0,0,0,17,342,0,0,0,106343,5796.850857,13830.000000
1760608164769,00001,111,8,139,139,1,2,0,48,12,48,0,0,3,36,4476,48,0,0,0,0,0,48,0,0,0,0,0,0,381473,1,48,12,48,0,0,36,4476,3.121647,48,0,0,0,0,0,48,0,0,0,0,0,0,381473,25125.341708,5240.000000
1760608164869,00007,111,8,139,139,1,6,0,232,148,232,0,0,9,84,38002,201,31,0,0,0,0,81,20,72,59,0,0,0,1381552,3,42,12,42,0,0,30,2176,1.249126,42,0,0,0,0,0,42,0,0,0,0,0,0,402930,11130.209725,5240.000000
1760608164869,00010,111,8,139,139,1,6,0,232,148,232,0,0,9,84,38002,201,31,0,0,0,0,81,20,72,59,0,0,0,1381552,3,46,14,46,0,0,32,2401,1.090507,46,0,0,0,0,0,39,3,4,0,0,0,0,506421,17223.982584,5240.000000
1760608164869,00012,111,8,139,139,1,6,0,232,148,232,0,0,9,84,38002,201,31,0,0,0,0,81,20,72,59,0,0,0,1381552,3,144,122,144,0,0,22,33425,7.266743,113,31,0,0,0,0,0,17,68,59,0,0,0,472201,9236.793986,7330.000000
1760608164969,00001,111,8,139,139,1,1,0,67,22,67,0,0,2,45,4589,67,0,0,0,0,0,51,16,0,0,0,0,0,1269362,2,34,10,34,0,0,24,2200,1.041199,34,0,0,0,0,0,34,0,0,0,0,0,0,641332,25125.341708,5340.000000
1760608164969,00008,111,8,139,139,1,1,0,67,22,67,0,0,2,45,4589,67,0,0,0,0,0,51,16,0,0,0,0,0,1269362,2,33,12,33,0,0,21,2389,1.123833,33,0,0,0,0,0,17,16,0,0,0,0,0,628030,7210.707263,5340.000000
