timestamp,ueImsiComplete,plmId,nrCellId,dlAvailablePrbs,ulAvailablePrbs,qci,dlPrbUsage,ulPrbUsage,TB.TotNbrDl.1,TB.TotNbrDlInitial,TB.TotNbrDlInitial.Qpsk,TB.TotNbrDlInitial.16Qam,TB.TotNbrDlInitial.64Qam,RRU.PrbUsedDl,TB.ErrTotalNbrDl.1,QosFlow.PdcpPduVolumeDL_Filter,CARR.PDSCHMCSDist.Bin1,CARR.PDSCHMCSDist.Bin2,CARR.PDSCHMCSDist.Bin3,CARR.PDSCHMCSDist.Bin4,CARR.PDSCHMCSDist.Bin5,CARR.PDSCHMCSDist.Bin6,L1M.RS-SINR.Bin34,L1M.RS-SINR.Bin46,L1M.RS-SINR.Bin58,L1M.RS-SINR.Bin70,L1M.RS-SINR.Bin82,L1M.RS-SINR.Bin94,L1M.RS-SINR.Bin127,DRB.BufferSize.Qos,DRB.MeanActiveUeDl,TB.TotNbrDl.1.UEID,TB.TotNbrDlInitial.UEID,TB.TotNbrDlInitial.Qpsk.UEID,TB.TotNbrDlInitial.16Qam.UEID,TB.TotNbrDlInitial.64Qam.UEID,TB.ErrTotalNbrDl.1.UEID,QosFlow.PdcpPduVolumeDL_Filter.UEID,RRU.PrbUsedDl.UEID,CARR.PDSCHMCSDist.Bin1.UEID,CARR.PDSCHMCSDist.Bin2.UEID,CARR.PDSCHMCSDist.Bin3.UEID,CARR.PDSCHMCSDist.Bin4.UEID,CARR.PDSCHMCSDist.Bin5.UEID,CARR.PDSCHMCSDist.Bin6.UEID,L1M.RS-SINR.Bin34.UEID,L1M.RS-SINR.Bin46.UEID,L1M.RS-SINR.Bin58.UEID,L1M.RS-SINR.Bin70.UEID,L1M.RS-SINR.Bin82.UEID,L1M.RS-SINR.Bin94.UEID,L1M.RS-SINR.Bin127.UEID,DRB.BufferSize.Qos.UEID,DRB.UEThpDl.UEID,DRB.UEThpDlPdcpBased.UEID
1760608164469,00005,111,5,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1760608164469,00007,111,5,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1760608164569,00007,111,5,139,139,1,41,0,361,250,186,175,0,57,111,144978,181,5,114,61,0,0,83,19,84,15,160,0,0,462435,5,215,183,40,175,0,32,138505,50.685357,35,5,114,61,0,0,0,0,40,15,160,0,0,1674,6993.450164,12050.000000
1760608164569,00006,111,5,139,139,1,41,0,361,250,186,175,0,57,111,144978,181,5,114,61,0,0,83,19,84,15,160,0,0,462435,5,36,10,36,0,0,26,951,1.446629,36,0,0,0,0,0,36,0,0,0,0,0,0,118992,22536.388465,4710.000000
1760608164569,00009,111,5,139,139,1,41,0,361,250,186,175,0,57,111,144978,181,5,114,61,0,0,83,19,84,15,160,0,0,462435,5,29,15,29,0,0,14,1132,1.656823,29,0,0,0,0,0,8,12,9,0,0,0,0,113549,14520.460368,4190.000000
1760608164569,00002,111,5,139,139,1,41,0,361,250,186,175,0,57,111,144978,181,5,114,61,0,0,83,19,84,15,160,0,0,462435,5,46,32,46,0,0,14,2891,3.066358,46,0,0,0,0,0,4,7,35,0,0,0,0,118527,8050.493660,3980.000000
1760608164569,00013,111,5,139,139,1,41,0,361,250,186,175,0,57,111,144978,181,5,114,61,0,0,83,19,84,15,160,0,0,462435,5,35,10,35,0,0,25,1499,2.176125,35,0,0,0,0,0,35,0,0,0,0,0,0,109693,22536.388465,4710.000000
1760608164669,00007,111,5,139,139,1,23,0,166,53,159,7,0,33,113,21515,156,3,0,7,0,0,94,55,14,3,0,0,0,1131848,5,21,11,14,7,0,10,6646,4.740893,11,3,0,7,0,0,0,11,7,3,0,0,0,132086,8497.680785,5240.000000
1760608164669,00006,111,5,139,139,1,23,0,166,53,159,7,0,33,113,21515,156,3,0,7,0,0,94,55,14,3,0,0,0,1131848,5,23,5,23,0,0,18,2093,5.857857,23,0,0,0,0,0,23,0,0,0,0,0,0,237743,23830.865086,5240.000000
1760608164669,00009,111,5,139,139,1,23,0,166,53,159,7,0,33,113,21515,156,3,0,7,0,0,94,55,14,3,0,0,0,1131848,5,36,9,36,0,0,27,3852,10.722857,36,0,0,0,0,0,34,2,0,0,0,0,0,244952,18901.597721,5340.000000
